id_departamento,Cueanexo,Departamento,Común,Primario,Jardin,Secundario
6749,62047800,SAN FERNANDO,1.0,0.0,0.0,1.0
6749,62047900,SAN FERNANDO,1.0,0.0,0.0,1.0
6623,62048000,PERGAMINO,1.0,0.0,1.0,0.0
6756,62048100,SAN ISIDRO,1.0,0.0,1.0,0.0
6568,62048200,MORON,1.0,0.0,1.0,0.0
6455,62048300,LAS FLORES,1.0,1.0,0.0,0.0
6035,62048400,AVELLANEDA,1.0,0.0,1.0,0.0
6490,62048500,LOMAS DE ZAMORA,,0.0,0.0,0.0
6595,62048700,OLAVARRIA,,0.0,0.0,0.0
6343,62048800,GENERAL PAZ,1.0,0.0,0.0,1.0
6028,62049100,ALMIRANTE BROWN,1.0,0.0,0.0,1.0
6532,62049300,MERCEDES,1.0,0.0,1.0,0.0
6483,62049400,LOBOS,1.0,0.0,1.0,0.0
6357,62050000,GENERAL PUEYRREDON,1.0,0.0,0.0,1.0
6693,62050100,ROQUE PEREZ,,0.0,0.0,0.0
6693,62050200,ROQUE PEREZ,1.0,0.0,1.0,0.0
6693,62050300,ROQUE PEREZ,1.0,0.0,1.0,0.0
6693,62050400,ROQUE PEREZ,1.0,0.0,0.0,1.0
6700,62050600,SAAVEDRA,,0.0,0.0,0.0
6434,62050700,LANUS,,0.0,0.0,0.0
6441,62050800,LA PLATA,,0.0,0.0,0.0
6441,62050801,LA PLATA,,0.0,0.0,0.0
6274,62051000,FLORENCIO VARELA,1.0,0.0,1.0,0.0
6840,62051100,TRES DE FEBRERO,1.0,0.0,1.0,0.0
6412,62051300,JOSE C. PAZ,1.0,0.0,0.0,0.0
6854,62051400,25 DE MAYO,1.0,0.0,1.0,0.0
6266,62051500,EXALTACION DE LA CRUZ,1.0,0.0,1.0,0.0
6056,62051600,BAHIA BLANCA,,0.0,0.0,0.0
6084,62051700,BENITO JUAREZ,,0.0,0.0,0.0
6875,62051800,VILLARINO,,0.0,0.0,0.0
6077,62051900,ARRECIFES,1.0,0.0,1.0,0.0
6119,62052000,BRANDSEN,1.0,0.0,1.0,0.0
6483,62052100,LOBOS,,0.0,0.0,0.0
6490,62052200,LOMAS DE ZAMORA,,0.0,0.0,0.0
6490,62052201,LOMAS DE ZAMORA,,0.0,0.0,0.0
6105,62052300,BOLIVAR,,0.0,0.0,0.0
6700,62052400,SAAVEDRA,,0.0,0.0,0.0
6840,62052500,TRES DE FEBRERO,1.0,0.0,0.0,1.0
6105,62052600,BOLIVAR,,0.0,0.0,0.0
6462,62052700,LEANDRO N. ALEM,,0.0,0.0,0.0
6581,62052800,NECOCHEA,,0.0,0.0,0.0
6441,62052900,LA PLATA,,0.0,0.0,0.0
6441,62052901,LA PLATA,,0.0,0.0,0.0
6410,62053000,ITUZAINGO,,0.0,0.0,0.0
6035,62053100,AVELLANEDA,,0.0,0.0,0.0
6518,62053200,MAR CHIQUITA,,0.0,0.0,0.0
6140,62053300,CAPITAN SARMIENTO,,0.0,0.0,0.0
6260,62053400,ESTEBAN ECHEVERRIA,,0.0,0.0,0.0
6126,62053600,CAMPANA,,0.0,0.0,0.0
6294,62053700,GENERAL ARENALES,,0.0,0.0,0.0
6623,62053800,PERGAMINO,,0.0,0.0,0.0
6476,62053900,LOBERIA,1.0,0.0,0.0,1.0
6357,62054000,GENERAL PUEYRREDON,1.0,0.0,0.0,1.0
6602,62054100,PATAGONES,1.0,0.0,0.0,1.0
6547,62054300,MONTE,1.0,0.0,0.0,1.0
6357,62054400,GENERAL PUEYRREDON,1.0,0.0,0.0,1.0
6476,62054500,LOBERIA,1.0,0.0,0.0,1.0
6098,62054700,BERISSO,1.0,0.0,0.0,1.0
6490,62054900,LOMAS DE ZAMORA,1.0,0.0,0.0,1.0
6427,62055000,LA MATANZA,1.0,0.0,0.0,1.0
6427,62055100,LA MATANZA,1.0,0.0,0.0,1.0
6833,62055200,TRES ARROYOS,1.0,0.0,0.0,1.0
6638,62055300,PILAR,1.0,0.0,0.0,1.0
6532,62055400,MERCEDES,1.0,0.0,0.0,1.0
6410,62055600,ITUZAINGO,,0.0,0.0,0.0
6049,62055900,AZUL,1.0,0.0,1.0,0.0
6791,62056000,TANDIL,,0.0,0.0,0.0
6280,62056100,GENERAL ALVARADO,1.0,0.0,0.0,0.0
6861,62056200,VICENTE LOPEZ,1.0,0.0,1.0,0.0
6408,62056300,HURLINGHAM,1.0,0.0,1.0,0.0
6638,62056500,PILAR,1.0,1.0,0.0,0.0
6105,62056600,BOLIVAR,1.0,0.0,1.0,0.0
6791,62056700,TANDIL,1.0,0.0,1.0,0.0
6049,62056800,AZUL,,0.0,0.0,0.0
6700,62056900,SAAVEDRA,,0.0,0.0,0.0
6049,62057100,AZUL,1.0,0.0,1.0,0.0
6412,62057200,JOSE C. PAZ,,0.0,0.0,0.0
6410,62057400,ITUZAINGO,,0.0,0.0,0.0
6735,62057500,SAN ANTONIO DE ARECO,1.0,0.0,1.0,0.0
6658,62057600,QUILMES,1.0,0.0,0.0,0.0
6658,62057800,QUILMES,1.0,0.0,1.0,0.0
6308,62058000,GENERAL GUIDO,,0.0,0.0,0.0
6505,62058100,MAGDALENA,1.0,0.0,1.0,0.0
6218,62058200,CHASCOMUS,1.0,0.0,1.0,0.0
6791,62058300,TANDIL,1.0,0.0,1.0,0.0
6833,62058400,TRES ARROYOS,1.0,0.0,1.0,0.0
6854,62058500,25 DE MAYO,1.0,0.0,1.0,0.0
6826,62058600,TRENQUE LAUQUEN,1.0,0.0,1.0,0.0
6322,62058700,GENERAL LA MADRID,1.0,0.0,1.0,0.0
6091,62058800,BERAZATEGUI,,0.0,0.0,0.0
6357,62058900,GENERAL PUEYRREDON,,0.0,0.0,0.0
6833,62059000,TRES ARROYOS,1.0,0.0,1.0,0.0
6427,62059100,LA MATANZA,,0.0,0.0,0.0
6778,62059200,SAN VICENTE,1.0,0.0,1.0,0.0
6343,62059300,GENERAL PAZ,1.0,0.0,1.0,0.0
6826,62059400,TRENQUE LAUQUEN,1.0,0.0,1.0,0.0
6203,62059500,CORONEL SUAREZ,1.0,0.0,1.0,0.0
6798,62059600,TAPALQUE,1.0,0.0,1.0,0.0
6196,62059700,CORONEL PRINGLES,1.0,0.0,1.0,0.0
6476,62059800,LOBERIA,1.0,0.0,1.0,0.0
6091,62059900,BERAZATEGUI,1.0,0.0,1.0,0.0
6588,62060000,9 DE JULIO,1.0,0.0,1.0,0.0
6497,62060100,LUJAN,1.0,0.0,0.0,1.0
6126,62060300,CAMPANA,,0.0,0.0,0.0
6714,62060400,SALTO,,0.0,0.0,0.0
6805,62060500,TIGRE,1.0,0.0,1.0,0.0
6805,62060600,TIGRE,1.0,0.0,1.0,0.0
6749,62061000,SAN FERNANDO,1.0,0.0,1.0,0.0
6749,62061100,SAN FERNANDO,1.0,0.0,1.0,0.0
6749,62061200,SAN FERNANDO,1.0,0.0,1.0,0.0
6749,62061300,SAN FERNANDO,1.0,0.0,1.0,0.0
6427,62061400,LA MATANZA,1.0,0.0,1.0,0.0
6427,62061500,LA MATANZA,1.0,0.0,1.0,0.0
6427,62061600,LA MATANZA,1.0,0.0,1.0,0.0
6427,62061700,LA MATANZA,1.0,0.0,1.0,0.0
6427,62061800,LA MATANZA,1.0,0.0,1.0,0.0
6427,62061900,LA MATANZA,1.0,0.0,1.0,0.0
6203,62062000,CORONEL SUAREZ,1.0,0.0,1.0,0.0
6028,62062100,ALMIRANTE BROWN,1.0,0.0,1.0,0.0
6077,62062200,ARRECIFES,,0.0,0.0,0.0
6735,62062400,SAN ANTONIO DE ARECO,1.0,0.0,1.0,0.0
6735,62062500,SAN ANTONIO DE ARECO,1.0,0.0,1.0,0.0
6665,62062600,RAMALLO,1.0,0.0,1.0,0.0
6778,62062700,SAN VICENTE,1.0,0.0,1.0,0.0
6868,62062800,VILLA GESELL,1.0,1.0,0.0,0.0
6270,62062900,EZEIZA,1.0,0.0,1.0,0.0
6861,62063000,VICENTE LOPEZ,,0.0,0.0,0.0
6427,62063300,LA MATANZA,1.0,0.0,0.0,1.0
6791,62063400,TANDIL,1.0,0.0,0.0,1.0
6105,62063600,BOLIVAR,1.0,0.0,0.0,1.0
6266,62063800,EXALTACION DE LA CRUZ,1.0,0.0,0.0,1.0
6770,62064000,SAN PEDRO,1.0,0.0,0.0,1.0
6770,62064002,SAN PEDRO,1.0,0.0,0.0,1.0
6441,62064200,LA PLATA,1.0,0.0,0.0,1.0
6791,62064300,TANDIL,1.0,0.0,0.0,1.0
6707,62064400,SALADILLO,1.0,0.0,0.0,1.0
6028,62064500,ALMIRANTE BROWN,1.0,0.0,0.0,1.0
6091,62064600,BERAZATEGUI,1.0,0.0,0.0,0.0
6595,62064700,OLAVARRIA,1.0,0.0,1.0,0.0
6385,62064800,GENERAL VIAMONTE,1.0,0.0,1.0,0.0
6203,62064900,CORONEL SUAREZ,1.0,0.0,1.0,0.0
6182,62065000,CORONEL DE MARINA L ROSALES,1.0,0.0,1.0,0.0
6469,62065100,LINCOLN,1.0,0.0,1.0,0.0
6315,62065200,GENERAL JUAN MADARIAGA,1.0,0.0,1.0,0.0
6287,62065300,GENERAL ALVEAR,1.0,0.0,1.0,0.0
6287,62065400,GENERAL ALVEAR,1.0,0.0,1.0,0.0
6448,62065500,LAPRIDA,1.0,0.0,1.0,0.0
6518,62065600,MAR CHIQUITA,1.0,0.0,1.0,0.0
6196,62065700,CORONEL PRINGLES,1.0,0.0,1.0,0.0
6343,62065800,GENERAL PAZ,1.0,0.0,1.0,0.0
6609,62065900,PEHUAJO,1.0,0.0,1.0,0.0
6049,62066000,AZUL,1.0,0.0,1.0,0.0
6532,62066100,MERCEDES,1.0,0.0,1.0,0.0
6638,62066200,PILAR,1.0,0.0,1.0,0.0
6630,62066300,PILA,1.0,0.0,1.0,0.0
6343,62066400,GENERAL PAZ,1.0,0.0,1.0,0.0
6840,62066500,TRES DE FEBRERO,1.0,0.0,0.0,1.0
6840,62066501,TRES DE FEBRERO,1.0,0.0,0.0,1.0
6658,62066700,QUILMES,1.0,0.0,1.0,0.0
6134,62066800,CAÑUELAS,1.0,0.0,0.0,1.0
6134,62066801,CAÑUELAS,1.0,0.0,0.0,1.0
6749,62066900,SAN FERNANDO,1.0,1.0,0.0,0.0
6515,62067100,MALVINAS ARGENTINAS,1.0,0.0,1.0,0.0
6427,62067200,LA MATANZA,1.0,0.0,1.0,0.0
6427,62067300,LA MATANZA,1.0,0.0,1.0,0.0
6427,62067400,LA MATANZA,1.0,0.0,1.0,0.0
6427,62067500,LA MATANZA,1.0,0.0,1.0,0.0
6427,62067600,LA MATANZA,1.0,0.0,1.0,0.0
6427,62067700,LA MATANZA,1.0,0.0,1.0,0.0
6260,62067800,ESTEBAN ECHEVERRIA,1.0,0.0,1.0,0.0
6861,62068100,VICENTE LOPEZ,1.0,0.0,0.0,0.0
6035,62068200,AVELLANEDA,1.0,0.0,0.0,1.0
6427,62068300,LA MATANZA,1.0,1.0,0.0,0.0
6270,62068500,EZEIZA,1.0,1.0,0.0,0.0
6805,62068600,TIGRE,1.0,0.0,1.0,0.0
6568,62068700,MORON,,0.0,0.0,0.0
6568,62068800,MORON,,0.0,0.0,0.0
6028,62068900,ALMIRANTE BROWN,,0.0,0.0,0.0
6728,62069000,SAN ANDRES DE GILES,1.0,0.0,1.0,0.0
6805,62069100,TIGRE,1.0,0.0,1.0,0.0
6441,62069200,LA PLATA,1.0,0.0,1.0,0.0
6406,62069300,HIPOLITO YRIGOYEN,,0.0,0.0,0.0
6805,62069700,TIGRE,1.0,1.0,0.0,0.0
6260,62069800,ESTEBAN ECHEVERRIA,1.0,0.0,0.0,1.0
6252,62069900,ESCOBAR,1.0,0.0,0.0,1.0
6791,62070000,TANDIL,1.0,0.0,0.0,1.0
6252,62070100,ESCOBAR,1.0,0.0,0.0,1.0
6805,62070200,TIGRE,1.0,0.0,0.0,1.0
6805,62070300,TIGRE,1.0,0.0,0.0,1.0
6638,62070400,PILAR,1.0,0.0,0.0,1.0
6763,62070500,SAN NICOLAS,1.0,0.0,0.0,1.0
6357,62070800,GENERAL PUEYRREDON,1.0,0.0,0.0,0.0
6357,62070900,GENERAL PUEYRREDON,,0.0,0.0,0.0
6441,62071200,LA PLATA,1.0,0.0,1.0,0.0
6441,62071500,LA PLATA,1.0,0.0,1.0,0.0
6441,62071800,LA PLATA,1.0,0.0,1.0,0.0
6434,62072000,LANUS,1.0,0.0,1.0,0.0
6434,62072100,LANUS,1.0,0.0,1.0,0.0
6434,62072500,LANUS,1.0,0.0,1.0,0.0
6270,62072600,EZEIZA,1.0,0.0,1.0,0.0
6357,62072800,GENERAL PUEYRREDON,1.0,0.0,1.0,0.0
6357,62072900,GENERAL PUEYRREDON,1.0,0.0,1.0,0.0
6805,62073000,TIGRE,1.0,0.0,1.0,0.0
6805,62073100,TIGRE,1.0,0.0,1.0,0.0
6518,62073300,MAR CHIQUITA,1.0,0.0,1.0,0.0
6441,62073500,LA PLATA,,0.0,0.0,0.0
6840,62073800,TRES DE FEBRERO,1.0,0.0,0.0,1.0
6805,62073900,TIGRE,1.0,0.0,0.0,1.0
6210,62074000,CHACABUCO,1.0,0.0,0.0,0.0
6301,62074100,GENERAL BELGRANO,1.0,0.0,1.0,0.0
6547,62074200,MONTE,,0.0,0.0,0.0
6861,62074300,VICENTE LOPEZ,1.0,1.0,0.0,0.0
6274,62074400,FLORENCIO VARELA,1.0,1.0,0.0,0.0
6035,62074500,AVELLANEDA,1.0,1.0,1.0,0.0
6861,62074600,VICENTE LOPEZ,1.0,1.0,0.0,0.0
6805,62075200,TIGRE,1.0,1.0,0.0,0.0
6658,62075400,QUILMES,1.0,0.0,0.0,1.0
6595,62075500,OLAVARRIA,,0.0,0.0,0.0
6490,62075600,LOMAS DE ZAMORA,1.0,0.0,0.0,0.0
6568,62075700,MORON,1.0,0.0,0.0,0.0
6427,62075800,LA MATANZA,1.0,0.0,0.0,1.0
6112,62075900,BRAGADO,1.0,0.0,0.0,1.0
6560,62076100,MORENO,1.0,0.0,1.0,0.0
6280,62076200,GENERAL ALVARADO,1.0,1.0,0.0,0.0
6693,62076300,ROQUE PEREZ,1.0,0.0,1.0,0.0
6161,62076400,CARMEN DE ARECO,,0.0,0.0,0.0
6280,62076500,GENERAL ALVARADO,1.0,0.0,1.0,0.0
6270,62076600,EZEIZA,1.0,0.0,1.0,0.0
6091,62076800,BERAZATEGUI,1.0,1.0,0.0,0.0
6490,62076900,LOMAS DE ZAMORA,1.0,0.0,1.0,0.0
6441,62077200,LA PLATA,1.0,0.0,0.0,1.0
6568,62077300,MORON,,0.0,0.0,0.0
6735,62077500,SAN ANTONIO DE ARECO,1.0,0.0,1.0,0.0
6357,62077700,GENERAL PUEYRREDON,1.0,1.0,0.0,0.0
6644,62077800,PINAMAR,1.0,0.0,1.0,0.0
6840,62078000,TRES DE FEBRERO,1.0,0.0,1.0,0.0
6560,62078300,MORENO,1.0,1.0,0.0,0.0
6525,62078400,MARCOS PAZ,1.0,0.0,1.0,0.0
6497,62078500,LUJAN,1.0,0.0,1.0,0.0
6490,62078600,LOMAS DE ZAMORA,1.0,0.0,1.0,0.0
6882,62078700,ZARATE,1.0,0.0,1.0,0.0
6277,62079300,FLORENTINO AMEGHINO,1.0,0.0,1.0,0.0
6091,62079400,BERAZATEGUI,1.0,0.0,0.0,1.0
6875,62079600,VILLARINO,1.0,0.0,1.0,0.0
6651,62079700,PUAN,1.0,0.0,0.0,1.0
6231,62079900,DAIREAUX,1.0,0.0,0.0,1.0
6357,62080000,GENERAL PUEYRREDON,1.0,0.0,1.0,0.0
6357,62080100,GENERAL PUEYRREDON,1.0,0.0,1.0,0.0
6441,62080200,LA PLATA,1.0,0.0,1.0,0.0
6648,62080300,PRESIDENTE PERON,1.0,0.0,1.0,0.0
6126,62080500,CAMPANA,1.0,0.0,1.0,0.0
6408,62080600,HURLINGHAM,1.0,0.0,1.0,0.0
6357,62080700,GENERAL PUEYRREDON,1.0,0.0,1.0,0.0
6315,62081000,GENERAL JUAN MADARIAGA,1.0,0.0,0.0,1.0
6091,62081100,BERAZATEGUI,1.0,0.0,1.0,0.0
6364,62081200,GENERAL RODRIGUEZ,1.0,0.0,1.0,0.0
6490,62081400,LOMAS DE ZAMORA,1.0,0.0,1.0,0.0
6245,62081500,ENSENADA,,0.0,0.0,0.0
6602,62081600,PATAGONES,1.0,0.0,0.0,1.0
6357,62081700,GENERAL PUEYRREDON,,0.0,0.0,0.0
6595,62081800,OLAVARRIA,,0.0,0.0,0.0
6602,62081801,PATAGONES,,0.0,0.0,0.0
6427,62081900,LA MATANZA,,0.0,0.0,0.0
6408,62081901,HURLINGHAM,,0.0,0.0,0.0
6760,62082000,SAN MIGUEL,,0.0,0.0,0.0
6560,62082100,MORENO,,0.0,0.0,0.0
6805,62082200,TIGRE,,0.0,0.0,0.0
6413,62082300,JUNIN,,0.0,0.0,0.0
6434,62082400,LANUS,,0.0,0.0,0.0
6274,62082500,FLORENCIO VARELA,,0.0,0.0,0.0
6028,62082501,ALMIRANTE BROWN,,0.0,0.0,0.0
6763,62082600,SAN NICOLAS,,0.0,0.0,0.0
6301,62082700,GENERAL BELGRANO,1.0,0.0,1.0,0.0
6049,62082800,AZUL,1.0,0.0,0.0,1.0
6308,62082900,GENERAL GUIDO,1.0,0.0,0.0,1.0
6266,62083000,EXALTACION DE LA CRUZ,1.0,0.0,0.0,1.0
6805,62083100,TIGRE,1.0,0.0,1.0,0.0
6805,62083200,TIGRE,1.0,0.0,1.0,0.0
6638,62083300,PILAR,,0.0,0.0,0.0
6035,62083400,AVELLANEDA,,0.0,0.0,0.0
6035,62083401,AVELLANEDA,,0.0,0.0,0.0
6581,62083500,NECOCHEA,1.0,1.0,0.0,0.0
6638,62083600,PILAR,1.0,0.0,0.0,1.0
6028,62083700,ALMIRANTE BROWN,1.0,0.0,1.0,0.0
6749,62083900,SAN FERNANDO,1.0,0.0,0.0,1.0
6518,62084100,MAR CHIQUITA,,0.0,0.0,0.0
6490,62084200,LOMAS DE ZAMORA,1.0,0.0,0.0,1.0
6252,62084300,ESCOBAR,1.0,0.0,0.0,1.0
6749,62084400,SAN FERNANDO,1.0,0.0,0.0,1.0
6805,62084500,TIGRE,1.0,1.0,0.0,0.0
6277,62084600,FLORENTINO AMEGHINO,1.0,0.0,1.0,0.0
6658,62084700,QUILMES,1.0,0.0,0.0,1.0
6651,62084800,PUAN,,0.0,0.0,0.0
6490,62084900,LOMAS DE ZAMORA,1.0,0.0,0.0,0.0
6644,62085000,PINAMAR,1.0,0.0,1.0,0.0
6749,62085100,SAN FERNANDO,,0.0,0.0,0.0
6091,62085200,BERAZATEGUI,1.0,0.0,0.0,0.0
6638,62085400,PILAR,1.0,0.0,0.0,0.0
6742,62085500,SAN CAYETANO,1.0,0.0,0.0,1.0
6560,62085800,MORENO,1.0,0.0,0.0,1.0
6245,62086100,ENSENADA,,0.0,0.0,0.0
6560,62086200,MORENO,,0.0,0.0,0.0
6210,62086300,CHACABUCO,1.0,0.0,0.0,1.0
6210,62086301,CHACABUCO,1.0,0.0,0.0,1.0
6210,62086302,CHACABUCO,1.0,0.0,0.0,1.0
6434,62086600,LANUS,,0.0,0.0,0.0
6861,62086700,VICENTE LOPEZ,,0.0,0.0,0.0
6441,62086800,LA PLATA,1.0,0.0,1.0,0.0
6441,62087000,LA PLATA,1.0,0.0,0.0,1.0
6441,62087002,LA PLATA,1.0,0.0,0.0,1.0
6441,62087003,LA PLATA,1.0,0.0,0.0,1.0
6441,62087004,LA PLATA,1.0,0.0,0.0,1.0
6441,62087005,LA PLATA,1.0,0.0,0.0,1.0
6441,62087007,LA PLATA,1.0,0.0,0.0,1.0
6441,62087008,LA PLATA,1.0,0.0,0.0,1.0
6427,62087100,LA MATANZA,1.0,0.0,1.0,0.0
6441,62087200,LA PLATA,1.0,0.0,0.0,1.0
6441,62087300,LA PLATA,1.0,0.0,0.0,0.0
6134,62087400,CAÑUELAS,1.0,0.0,0.0,1.0
6270,62087500,EZEIZA,1.0,0.0,0.0,1.0
6854,62087600,25 DE MAYO,1.0,0.0,1.0,0.0
6658,62087700,QUILMES,1.0,1.0,0.0,0.0
6490,62087900,LOMAS DE ZAMORA,1.0,1.0,0.0,0.0
6270,62088000,EZEIZA,,0.0,0.0,0.0
6778,62088100,SAN VICENTE,1.0,0.0,1.0,0.0
6568,62088200,MORON,,0.0,0.0,0.0
6490,62088300,LOMAS DE ZAMORA,,0.0,0.0,0.0
6408,62088400,HURLINGHAM,,0.0,0.0,0.0
6364,62088500,GENERAL RODRIGUEZ,,0.0,0.0,0.0
6175,62088600,COLON,,0.0,0.0,0.0
6091,62088700,BERAZATEGUI,1.0,1.0,1.0,0.0
6270,62088800,EZEIZA,1.0,0.0,0.0,1.0
6441,62088900,LA PLATA,1.0,0.0,0.0,1.0
6568,62089200,MORON,1.0,0.0,1.0,0.0
6420,62089500,LA COSTA,1.0,0.0,0.0,0.0
6420,62089600,LA COSTA,1.0,0.0,1.0,0.0
6260,62089700,ESTEBAN ECHEVERRIA,1.0,1.0,0.0,0.0
6791,62089800,TANDIL,,0.0,0.0,0.0
6868,62089900,VILLA GESELL,,0.0,0.0,0.0
6469,62090000,LINCOLN,1.0,0.0,0.0,1.0
6063,62090100,BALCARCE,1.0,0.0,1.0,0.0
6351,62090300,GENERAL PINTO,1.0,0.0,1.0,0.0
6749,62090400,SAN FERNANDO,1.0,0.0,1.0,0.0
6749,62090500,SAN FERNANDO,1.0,0.0,1.0,0.0
6441,62090600,LA PLATA,,0.0,0.0,0.0
6351,62090700,GENERAL PINTO,,0.0,0.0,0.0
6351,62090800,GENERAL PINTO,,0.0,0.0,0.0
6280,62090900,GENERAL ALVARADO,1.0,0.0,1.0,0.0
6196,62091000,CORONEL PRINGLES,1.0,0.0,1.0,0.0
6161,62091100,CARMEN DE ARECO,1.0,0.0,1.0,0.0
6638,62091200,PILAR,1.0,1.0,0.0,0.0
6638,62091300,PILAR,1.0,1.0,0.0,0.0
6028,62091400,ALMIRANTE BROWN,1.0,0.0,1.0,0.0
6434,62091500,LANUS,1.0,0.0,1.0,0.0
6532,62091600,MERCEDES,,0.0,0.0,0.0
6112,62091700,BRAGADO,,0.0,0.0,0.0
6728,62091800,SAN ANDRES DE GILES,,0.0,0.0,0.0
6532,62091900,MERCEDES,1.0,0.0,1.0,0.0
6532,62092000,MERCEDES,,0.0,0.0,0.0
6784,62092100,SUIPACHA,,0.0,0.0,0.0
6728,62092200,SAN ANDRES DE GILES,1.0,0.0,1.0,0.0
6112,62092300,BRAGADO,,0.0,0.0,0.0
6784,62092400,SUIPACHA,,0.0,0.0,0.0
6343,62092500,GENERAL PAZ,,0.0,0.0,0.0
6798,62092600,TAPALQUE,,0.0,0.0,0.0
6735,62092900,SAN ANTONIO DE ARECO,1.0,1.0,0.0,0.0
6056,62093000,BAHIA BLANCA,1.0,0.0,0.0,0.0
6490,62093100,LOMAS DE ZAMORA,1.0,0.0,1.0,0.0
6427,62093200,LA MATANZA,1.0,0.0,1.0,0.0
6756,62093300,SAN ISIDRO,1.0,0.0,1.0,0.0
6371,62093400,GENERAL SAN MARTIN,,0.0,0.0,0.0
6638,62093600,PILAR,1.0,0.0,0.0,0.0
6568,62093700,MORON,,0.0,0.0,0.0
6434,62093900,LANUS,,0.0,0.0,0.0
6854,62094000,25 DE MAYO,1.0,1.0,0.0,0.0
6441,62094100,LA PLATA,1.0,0.0,1.0,0.0
6490,62094500,LOMAS DE ZAMORA,1.0,0.0,1.0,0.0
6357,62094700,GENERAL PUEYRREDON,1.0,0.0,0.0,0.0
6490,62094800,LOMAS DE ZAMORA,1.0,1.0,1.0,0.0
6490,62094900,LOMAS DE ZAMORA,1.0,1.0,0.0,0.0
6412,62095000,JOSE C. PAZ,1.0,0.0,1.0,0.0
6760,62095200,SAN MIGUEL,1.0,0.0,1.0,0.0
6357,62095600,GENERAL PUEYRREDON,1.0,0.0,1.0,0.0
6490,62095700,LOMAS DE ZAMORA,1.0,0.0,1.0,0.0
6560,62095800,MORENO,1.0,0.0,0.0,1.0
6638,62095900,PILAR,1.0,0.0,0.0,1.0
6638,62096000,PILAR,1.0,0.0,0.0,1.0
6638,62096100,PILAR,1.0,0.0,0.0,1.0
6638,62096200,PILAR,1.0,0.0,0.0,1.0
6560,62096400,MORENO,1.0,1.0,0.0,0.0
6252,62096500,ESCOBAR,1.0,0.0,1.0,0.0
6035,62096600,AVELLANEDA,1.0,0.0,1.0,0.0
6035,62096800,AVELLANEDA,1.0,0.0,1.0,0.0
6035,62096900,AVELLANEDA,1.0,0.0,1.0,0.0
6260,62097000,ESTEBAN ECHEVERRIA,1.0,0.0,1.0,0.0
6539,62097100,MERLO,1.0,0.0,0.0,1.0
6408,62097200,HURLINGHAM,1.0,0.0,0.0,1.0
6861,62097400,VICENTE LOPEZ,1.0,0.0,1.0,0.0
6861,62097500,VICENTE LOPEZ,1.0,0.0,1.0,0.0
6861,62097600,VICENTE LOPEZ,1.0,0.0,1.0,0.0
6434,62097700,LANUS,1.0,0.0,0.0,0.0
6568,62097900,MORON,1.0,0.0,0.0,0.0
6371,62098500,GENERAL SAN MARTIN,,0.0,0.0,0.0
6364,62098600,GENERAL RODRIGUEZ,1.0,1.0,0.0,0.0
6441,62098700,LA PLATA,1.0,0.0,1.0,0.0
6525,62098800,MARCOS PAZ,1.0,1.0,0.0,0.0
6805,62099100,TIGRE,1.0,0.0,1.0,0.0
6410,62099300,ITUZAINGO,,0.0,0.0,0.0
6760,62099400,SAN MIGUEL,1.0,0.0,1.0,0.0
6532,62099500,MERCEDES,1.0,0.0,1.0,0.0
6497,62099700,LUJAN,1.0,0.0,1.0,0.0
6623,62099800,PERGAMINO,1.0,0.0,0.0,1.0
6840,62099900,TRES DE FEBRERO,1.0,0.0,1.0,0.0
6760,62100000,SAN MIGUEL,1.0,0.0,0.0,1.0
6490,62100100,LOMAS DE ZAMORA,1.0,0.0,0.0,1.0
6490,62100200,LOMAS DE ZAMORA,1.0,0.0,0.0,1.0
6260,62100400,ESTEBAN ECHEVERRIA,1.0,0.0,1.0,0.0
6490,62100500,LOMAS DE ZAMORA,,0.0,0.0,0.0
6266,62100600,EXALTACION DE LA CRUZ,1.0,0.0,1.0,0.0
6760,62100800,SAN MIGUEL,1.0,0.0,0.0,1.0
6749,62100900,SAN FERNANDO,1.0,0.0,0.0,1.0
6218,62101000,CHASCOMUS,1.0,0.0,1.0,0.0
6882,62101100,ZARATE,,0.0,0.0,0.0
6868,62101400,VILLA GESELL,1.0,0.0,1.0,0.0
6581,62101500,NECOCHEA,1.0,0.0,1.0,0.0
6056,62101600,BAHIA BLANCA,1.0,0.0,1.0,0.0
6007,62101700,ADOLFO ALSINA,1.0,0.0,1.0,0.0
6427,62101900,LA MATANZA,1.0,0.0,0.0,1.0
6490,62102000,LOMAS DE ZAMORA,1.0,0.0,0.0,0.0
6490,62102200,LOMAS DE ZAMORA,1.0,0.0,0.0,0.0
6760,62102500,SAN MIGUEL,1.0,0.0,0.0,0.0
6728,62102600,SAN ANDRES DE GILES,1.0,0.0,0.0,0.0
6861,62102700,VICENTE LOPEZ,1.0,0.0,0.0,0.0
6357,62102900,GENERAL PUEYRREDON,1.0,1.0,0.0,0.0
6035,62103000,AVELLANEDA,1.0,0.0,1.0,0.0
6638,62103300,PILAR,1.0,1.0,0.0,0.0
6224,62103400,CHIVILCOY,1.0,0.0,1.0,0.0
6420,62103600,LA COSTA,1.0,0.0,1.0,0.0
6434,62103700,LANUS,1.0,0.0,1.0,0.0
6427,62104500,LA MATANZA,1.0,0.0,1.0,0.0
6427,62104600,LA MATANZA,1.0,0.0,1.0,0.0
6854,62104700,25 DE MAYO,1.0,0.0,1.0,0.0
