id_departamento,Rango etario,casos
6602.0,12 a 18,3920.0
6602.0,19 a 29,5751.0
6602.0,30 a 45,8860.0
6602.0,46 a 60,6371.0
6602.0,> 60,6063.0
,,
,,
6609.0,0 a 2,1588.0
6609.0,3 a 5,1886.0
6609.0,6 a 11,4099.0
6609.0,12 a 18,5012.0
6609.0,19 a 29,6383.0
6609.0,30 a 45,9234.0
6609.0,46 a 60,7763.0
6609.0,> 60,8629.0
,,
,,
6616.0,0 a 2,289.0
6616.0,3 a 5,373.0
6616.0,6 a 11,719.0
6616.0,12 a 18,722.0
6616.0,19 a 29,994.0
6616.0,30 a 45,1510.0
6616.0,46 a 60,1198.0
6616.0,> 60,1307.0
,,
,,
6623.0,0 a 2,3856.0
6623.0,3 a 5,4820.0
6623.0,6 a 11,10471.0
6623.0,12 a 18,12182.0
6623.0,19 a 29,16760.0
6623.0,30 a 45,26145.0
6623.0,46 a 60,19393.0
6623.0,> 60,21361.0
,,
,,
6630.0,0 a 2,160.0
6630.0,3 a 5,248.0
6630.0,6 a 11,511.0
6630.0,12 a 18,522.0
6630.0,19 a 29,729.0
6630.0,30 a 45,1085.0
6630.0,46 a 60,695.0
6630.0,> 60,665.0
,,
,,
6638.0,0 a 2,15629.0
6638.0,3 a 5,18864.0
6638.0,6 a 11,42505.0
6638.0,12 a 18,48967.0
6638.0,19 a 29,70567.0
6638.0,30 a 45,92553.0
6638.0,46 a 60,63275.0
6638.0,> 60,41254.0
,,
,,
6644.0,0 a 2,1324.0
6644.0,3 a 5,1719.0
6644.0,6 a 11,3865.0
6644.0,12 a 18,4633.0
6644.0,19 a 29,6322.0
6644.0,30 a 45,9683.0
6644.0,46 a 60,6419.0
6644.0,> 60,5259.0
,,
,,
6648.0,0 a 2,4607.0
6648.0,3 a 5,5563.0
6648.0,6 a 11,12302.0
6648.0,12 a 18,13904.0
6648.0,19 a 29,18229.0
6648.0,30 a 45,24223.0
6648.0,46 a 60,13903.0
6648.0,> 60,9263.0
,,
,,
6651.0,0 a 2,457.0
6651.0,3 a 5,541.0
6651.0,6 a 11,1236.0
6651.0,12 a 18,1455.0
6651.0,19 a 29,2007.0
6651.0,30 a 45,3474.0
6651.0,46 a 60,3165.0
6651.0,> 60,4056.0
,,
,,
6655.0,0 a 2,401.0
6655.0,3 a 5,535.0
6655.0,6 a 11,1193.0
6655.0,12 a 18,1238.0
6655.0,19 a 29,1831.0
6655.0,30 a 45,2629.0
6655.0,46 a 60,1986.0
6655.0,> 60,2348.0
,,
,,
6658.0,0 a 2,20378.0
6658.0,3 a 5,26975.0
6658.0,6 a 11,60261.0
6658.0,12 a 18,70705.0
6658.0,19 a 29,104059.0
6658.0,30 a 45,145504.0
6658.0,46 a 60,104293.0
6658.0,> 60,99599.0
,,
,,
6665.0,0 a 2,1522.0
6665.0,3 a 5,1929.0
6665.0,6 a 11,4031.0
6665.0,12 a 18,4764.0
6665.0,19 a 29,6452.0
6665.0,30 a 45,9034.0
6665.0,46 a 60,6145.0
6665.0,> 60,5771.0
,,
,,
6672.0,0 a 2,528.0
6672.0,3 a 5,669.0
6672.0,6 a 11,1501.0
6672.0,12 a 18,1779.0
6672.0,19 a 29,2400.0
6672.0,30 a 45,3504.0
6672.0,46 a 60,2787.0
6672.0,> 60,3323.0
,,
,,
6679.0,0 a 2,792.0
6679.0,3 a 5,942.0
6679.0,6 a 11,2000.0
6679.0,12 a 18,2190.0
6679.0,19 a 29,3060.0
6679.0,30 a 45,4294.0
6679.0,46 a 60,3238.0
6679.0,> 60,3219.0
,,
,,
6686.0,0 a 2,824.0
6686.0,3 a 5,1027.0
6686.0,6 a 11,2284.0
6686.0,12 a 18,2802.0
6686.0,19 a 29,3678.0
6686.0,30 a 45,5679.0
6686.0,46 a 60,4337.0
6686.0,> 60,4988.0
,,
,,
6693.0,0 a 2,489.0
6693.0,3 a 5,615.0
6693.0,6 a 11,1342.0
6693.0,12 a 18,1546.0
6693.0,19 a 29,2181.0
6693.0,30 a 45,3192.0
6693.0,46 a 60,2184.0
6693.0,> 60,2352.0
,,
,,
6700.0,0 a 2,651.0
6700.0,3 a 5,785.0
6700.0,6 a 11,1822.0
6700.0,12 a 18,2086.0
6700.0,19 a 29,2891.0
6700.0,30 a 45,4882.0
6700.0,46 a 60,3913.0
6700.0,> 60,4377.0
,,
,,
6707.0,0 a 2,1240.0
6707.0,3 a 5,1476.0
6707.0,6 a 11,3213.0
6707.0,12 a 18,3911.0
6707.0,19 a 29,5050.0
6707.0,30 a 45,7751.0
6707.0,46 a 60,5798.0
6707.0,> 60,6984.0
,,
,,
6714.0,0 a 2,1447.0
6714.0,3 a 5,1728.0
6714.0,6 a 11,3725.0
6714.0,12 a 18,4474.0
6714.0,19 a 29,6223.0
6714.0,30 a 45,8640.0
6714.0,46 a 60,6355.0
6714.0,> 60,6665.0
,,
,,
6721.0,0 a 2,287.0
6721.0,3 a 5,366.0
6721.0,6 a 11,818.0
6721.0,12 a 18,991.0
6721.0,19 a 29,1237.0
6721.0,30 a 45,2126.0
6721.0,46 a 60,1664.0
6721.0,> 60,1855.0
,,
,,
6728.0,0 a 2,915.0
6728.0,3 a 5,1236.0
6728.0,6 a 11,2599.0
6728.0,12 a 18,3015.0
6728.0,19 a 29,4375.0
6728.0,30 a 45,6115.0
6728.0,46 a 60,4153.0
6728.0,> 60,3991.0
,,
,,
6735.0,0 a 2,952.0
6735.0,3 a 5,1168.0
6735.0,6 a 11,2443.0
6735.0,12 a 18,2999.0
6735.0,19 a 29,4084.0
6735.0,30 a 45,6140.0
6735.0,46 a 60,4445.0
6735.0,> 60,4464.0
,,
,,
6742.0,0 a 2,301.0
6742.0,3 a 5,314.0
6742.0,6 a 11,731.0
6742.0,12 a 18,881.0
6742.0,19 a 29,1277.0
6742.0,30 a 45,1946.0
6742.0,46 a 60,1598.0
6742.0,> 60,1870.0
,,
,,
6749.0,0 a 2,4904.0
6749.0,3 a 5,6594.0
6749.0,6 a 11,15307.0
6749.0,12 a 18,18054.0
6749.0,19 a 29,28264.0
6749.0,30 a 45,40118.0
6749.0,46 a 60,29188.0
6749.0,> 60,28670.0
,,
,,
6756.0,0 a 2,7569.0
6756.0,3 a 5,9488.0
6756.0,6 a 11,22338.0
6756.0,12 a 18,29037.0
6756.0,19 a 29,42435.0
6756.0,30 a 45,62919.0
6756.0,46 a 60,56045.0
6756.0,> 60,66147.0
,,
,,
6760.0,0 a 2,10773.0
6760.0,3 a 5,13979.0
6760.0,6 a 11,31904.0
6760.0,12 a 18,35784.0
6760.0,19 a 29,58128.0
6760.0,30 a 45,78116.0
6760.0,46 a 60,51968.0
6760.0,> 60,46998.0
,,
,,
6763.0,0 a 2,5789.0
6763.0,3 a 5,6938.0
6763.0,6 a 11,15253.0
6763.0,12 a 18,17817.0
6763.0,19 a 29,25773.0
6763.0,30 a 45,38127.0
6763.0,46 a 60,28191.0
6763.0,> 60,28769.0
,,
,,
6770.0,0 a 2,2616.0
6770.0,3 a 5,3165.0
6770.0,6 a 11,7116.0
6770.0,12 a 18,8280.0
6770.0,19 a 29,11244.0
6770.0,30 a 45,15272.0
6770.0,46 a 60,10473.0
6770.0,> 60,10187.0
,,
,,
6778.0,0 a 2,4354.0
6778.0,3 a 5,5505.0
6778.0,6 a 11,12095.0
6778.0,12 a 18,12889.0
6778.0,19 a 29,16418.0
6778.0,30 a 45,23193.0
6778.0,46 a 60,13804.0
6778.0,> 60,9671.0
,,
,,
6784.0,0 a 2,446.0
6784.0,3 a 5,535.0
6784.0,6 a 11,1157.0
6784.0,12 a 18,1428.0
6784.0,19 a 29,1783.0
6784.0,30 a 45,2636.0
6784.0,46 a 60,1810.0
6784.0,> 60,1941.0
,,
,,
6791.0,0 a 2,4268.0
6791.0,3 a 5,5517.0
6791.0,6 a 11,12620.0
6791.0,12 a 18,14987.0
6791.0,19 a 29,23090.0
6791.0,30 a 45,34245.0
6791.0,46 a 60,24686.0
6791.0,> 60,25265.0
,,
,,
6798.0,0 a 2,387.0
6798.0,3 a 5,486.0
6798.0,6 a 11,971.0
6798.0,12 a 18,1213.0
6798.0,19 a 29,1647.0
6798.0,30 a 45,2199.0
6798.0,46 a 60,1825.0
6798.0,> 60,1967.0
,,
,,
6805.0,0 a 2,14157.0
6805.0,3 a 5,18454.0
6805.0,6 a 11,44078.0
6805.0,12 a 18,53284.0
6805.0,19 a 29,73339.0
6805.0,30 a 45,103093.0
6805.0,46 a 60,79471.0
6805.0,> 60,60415.0
,,
,,
6812.0,0 a 2,108.0
6812.0,3 a 5,136.0
6812.0,6 a 11,259.0
6812.0,12 a 18,270.0
6812.0,19 a 29,453.0
6812.0,30 a 45,566.0
6812.0,46 a 60,405.0
6812.0,> 60,331.0
,,
,,
6819.0,0 a 2,427.0
6819.0,3 a 5,570.0
6819.0,6 a 11,1351.0
6819.0,12 a 18,1436.0
6819.0,19 a 29,1825.0
6819.0,30 a 45,3297.0
6819.0,46 a 60,2697.0
6819.0,> 60,2988.0
,,
,,
6826.0,0 a 2,1845.0
6826.0,3 a 5,2171.0
6826.0,6 a 11,4578.0
6826.0,12 a 18,5190.0
6826.0,19 a 29,7229.0
6826.0,30 a 45,11384.0
6826.0,46 a 60,8360.0
6826.0,> 60,8371.0
,,
,,
6833.0,0 a 2,1828.0
6833.0,3 a 5,2432.0
6833.0,6 a 11,5501.0
6833.0,12 a 18,6283.0
6833.0,19 a 29,8334.0
6833.0,30 a 45,13836.0
6833.0,46 a 60,11058.0
6833.0,> 60,12617.0
,,
,,
6840.0,0 a 2,8886.0
6840.0,3 a 5,12280.0
6840.0,6 a 11,28750.0
6840.0,12 a 18,35036.0
6840.0,19 a 29,55691.0
6840.0,30 a 45,85660.0
6840.0,46 a 60,64623.0
6840.0,> 60,71393.0
,,
,,
6847.0,0 a 2,302.0
6847.0,3 a 5,380.0
6847.0,6 a 11,834.0
6847.0,12 a 18,986.0
6847.0,19 a 29,1344.0
6847.0,30 a 45,1970.0
6847.0,46 a 60,1495.0
6847.0,> 60,1779.0
,,
,,
6854.0,0 a 2,1208.0
6854.0,3 a 5,1498.0
6854.0,6 a 11,3189.0
6854.0,12 a 18,3782.0
6854.0,19 a 29,5174.0
6854.0,30 a 45,7553.0
6854.0,46 a 60,6006.0
6854.0,> 60,7001.0
,,
,,
6861.0,0 a 2,6545.0
6861.0,3 a 5,8348.0
6861.0,6 a 11,19249.0
6861.0,12 a 18,24673.0
6861.0,19 a 29,36122.0
6861.0,30 a 45,63646.0
6861.0,46 a 60,55543.0
6861.0,> 60,66415.0
,,
,,
6868.0,0 a 2,1107.0
6868.0,3 a 5,1476.0
6868.0,6 a 11,3608.0
6868.0,12 a 18,4460.0
6868.0,19 a 29,5462.0
6868.0,30 a 45,8663.0
6868.0,46 a 60,6525.0
6868.0,> 60,6024.0
,,
,,
6875.0,0 a 2,1171.0
6875.0,3 a 5,1415.0
6875.0,6 a 11,3167.0
6875.0,12 a 18,3798.0
6875.0,19 a 29,5592.0
6875.0,30 a 45,7474.0
6875.0,46 a 60,5172.0
6875.0,> 60,4763.0
,,
,,
6882.0,0 a 2,4430.0
6882.0,3 a 5,5546.0
6882.0,6 a 11,13121.0
6882.0,12 a 18,15610.0
6882.0,19 a 29,22713.0
6882.0,30 a 45,30905.0
6882.0,46 a 60,20665.0
6882.0,> 60,18425.0
,,
,,
10007.0,0 a 2,156.0
10007.0,3 a 5,218.0
10007.0,6 a 11,365.0
10007.0,12 a 18,475.0
10007.0,19 a 29,922.0
10007.0,30 a 45,1125.0
10007.0,46 a 60,843.0
10007.0,> 60,983.0
,,
,,
10014.0,0 a 2,106.0
10014.0,3 a 5,137.0
10014.0,6 a 11,286.0
10014.0,12 a 18,370.0
10014.0,19 a 29,548.0
10014.0,30 a 45,713.0
10014.0,46 a 60,556.0
10014.0,> 60,566.0
,,
,,
10021.0,0 a 2,665.0
10021.0,3 a 5,870.0
10021.0,6 a 11,1720.0
10021.0,12 a 18,2368.0
10021.0,19 a 29,3513.0
10021.0,30 a 45,4481.0
10021.0,46 a 60,3093.0
10021.0,> 60,2835.0
,,
,,
10028.0,0 a 2,68.0
10028.0,3 a 5,74.0
10028.0,6 a 11,203.0
10028.0,12 a 18,212.0
10028.0,19 a 29,398.0
10028.0,30 a 45,420.0
10028.0,46 a 60,220.0
10028.0,> 60,227.0
,,
,,
10035.0,0 a 2,1048.0
10035.0,3 a 5,1434.0
10035.0,6 a 11,2993.0
10035.0,12 a 18,3870.0
10035.0,19 a 29,5613.0
10035.0,30 a 45,6996.0
10035.0,46 a 60,4513.0
10035.0,> 60,3886.0
,,
,,
10042.0,0 a 2,799.0
10042.0,3 a 5,898.0
10042.0,6 a 11,1892.0
10042.0,12 a 18,2395.0
10042.0,19 a 29,3829.0
10042.0,30 a 45,4537.0
10042.0,46 a 60,2731.0
10042.0,> 60,2390.0
,,
,,
10049.0,0 a 2,6195.0
10049.0,3 a 5,8055.0
10049.0,6 a 11,17212.0
10049.0,12 a 18,20464.0
10049.0,19 a 29,35469.0
10049.0,30 a 45,45852.0
10049.0,46 a 60,28954.0
10049.0,> 60,24265.0
,,
,,
10056.0,0 a 2,190.0
10056.0,3 a 5,204.0
10056.0,6 a 11,448.0
10056.0,12 a 18,554.0
10056.0,19 a 29,721.0
10056.0,30 a 45,952.0
10056.0,46 a 60,653.0
10056.0,> 60,653.0
,,
,,
10063.0,0 a 2,553.0
10063.0,3 a 5,654.0
10063.0,6 a 11,1424.0
10063.0,12 a 18,1624.0
10063.0,19 a 29,2733.0
10063.0,30 a 45,3469.0
10063.0,46 a 60,2322.0
10063.0,> 60,1845.0
,,
,,
10070.0,0 a 2,1091.0
10070.0,3 a 5,1261.0
10070.0,6 a 11,2725.0
10070.0,12 a 18,3265.0
10070.0,19 a 29,4971.0
10070.0,30 a 45,5876.0
10070.0,46 a 60,4006.0
10070.0,> 60,3146.0
,,
,,
10077.0,0 a 2,145.0
10077.0,3 a 5,172.0
10077.0,6 a 11,429.0
10077.0,12 a 18,533.0
10077.0,19 a 29,833.0
10077.0,30 a 45,1048.0
10077.0,46 a 60,770.0
10077.0,> 60,766.0
,,
,,
10084.0,0 a 2,434.0
10084.0,3 a 5,554.0
10084.0,6 a 11,1243.0
10084.0,12 a 18,1558.0
10084.0,19 a 29,2234.0
10084.0,30 a 45,2721.0
10084.0,46 a 60,1853.0
10084.0,> 60,1622.0
,,
,,
10091.0,0 a 2,941.0
10091.0,3 a 5,1238.0
10091.0,6 a 11,2579.0
10091.0,12 a 18,3038.0
10091.0,19 a 29,4962.0
10091.0,30 a 45,5953.0
10091.0,46 a 60,4135.0
10091.0,> 60,3976.0
,,
,,
10098.0,0 a 2,529.0
10098.0,3 a 5,625.0
10098.0,6 a 11,1288.0
10098.0,12 a 18,1549.0
10098.0,19 a 29,2547.0
10098.0,30 a 45,3041.0
10098.0,46 a 60,1943.0
10098.0,> 60,1795.0
,,
,,
10105.0,0 a 2,890.0
10105.0,3 a 5,1134.0
10105.0,6 a 11,2400.0
10105.0,12 a 18,3068.0
10105.0,19 a 29,4765.0
10105.0,30 a 45,5355.0
10105.0,46 a 60,3908.0
10105.0,> 60,3734.0
,,
,,
10112.0,0 a 2,1147.0
10112.0,3 a 5,1520.0
10112.0,6 a 11,3303.0
10112.0,12 a 18,3905.0
10112.0,19 a 29,6249.0
10112.0,30 a 45,8452.0
10112.0,46 a 60,5477.0
10112.0,> 60,3898.0
,,
,,
14007.0,0 a 2,2573.0
14007.0,3 a 5,3329.0
14007.0,6 a 11,7284.0
14007.0,12 a 18,8294.0
14007.0,19 a 29,11174.0
14007.0,30 a 45,17492.0
14007.0,46 a 60,12541.0
14007.0,> 60,12775.0
,,
,,
14014.0,0 a 2,47657.0
14014.0,3 a 5,58120.0
14014.0,6 a 11,127379.0
14014.0,12 a 18,154598.0
14014.0,19 a 29,294399.0
14014.0,30 a 45,353307.0
14014.0,46 a 60,234435.0
14014.0,> 60,228165.0
,,
,,
14021.0,0 a 2,10637.0
14021.0,3 a 5,13616.0
14021.0,6 a 11,29932.0
14021.0,12 a 18,34500.0
14021.0,19 a 29,48938.0
14021.0,30 a 45,69816.0
14021.0,46 a 60,49242.0
14021.0,> 60,37830.0
,,
,,
14028.0,0 a 2,2526.0
14028.0,3 a 5,3124.0
14028.0,6 a 11,6501.0
14028.0,12 a 18,7447.0
14028.0,19 a 29,11304.0
14028.0,30 a 45,14090.0
14028.0,46 a 60,9845.0
14028.0,> 60,9911.0
,,
,,
14035.0,0 a 2,1313.0
14035.0,3 a 5,1592.0
14035.0,6 a 11,3263.0
14035.0,12 a 18,3903.0
14035.0,19 a 29,5506.0
14035.0,30 a 45,8262.0
14035.0,46 a 60,6020.0
14035.0,> 60,6205.0
,,
,,
14042.0,0 a 2,5545.0
14042.0,3 a 5,6949.0
14042.0,6 a 11,14299.0
14042.0,12 a 18,16119.0
14042.0,19 a 29,25756.0
14042.0,30 a 45,36707.0
14042.0,46 a 60,23339.0
14042.0,> 60,23683.0
,,
,,
14049.0,0 a 2,1382.0
14049.0,3 a 5,1743.0
14049.0,6 a 11,3562.0
14049.0,12 a 18,4456.0
14049.0,19 a 29,6019.0
14049.0,30 a 45,7593.0
14049.0,46 a 60,5551.0
14049.0,> 60,5717.0
,,
,,
14056.0,0 a 2,2487.0
14056.0,3 a 5,3118.0
14056.0,6 a 11,6415.0
14056.0,12 a 18,7384.0
14056.0,19 a 29,11192.0
14056.0,30 a 45,15780.0
14056.0,46 a 60,11021.0
14056.0,> 60,10920.0
,,
,,
14063.0,0 a 2,3515.0
14063.0,3 a 5,4276.0
14063.0,6 a 11,9153.0
14063.0,12 a 18,10574.0
14063.0,19 a 29,15705.0
14063.0,30 a 45,24300.0
14063.0,46 a 60,18437.0
14063.0,> 60,21326.0
,,
,,
14070.0,0 a 2,156.0
14070.0,3 a 5,215.0
14070.0,6 a 11,424.0
14070.0,12 a 18,529.0
14070.0,19 a 29,801.0
14070.0,30 a 45,943.0
14070.0,46 a 60,856.0
14070.0,> 60,931.0
,,
,,
14077.0,0 a 2,169.0
14077.0,3 a 5,208.0
14077.0,6 a 11,399.0
14077.0,12 a 18,544.0
14077.0,19 a 29,798.0
14077.0,30 a 45,968.0
14077.0,46 a 60,947.0
14077.0,> 60,1037.0
,,
,,
14084.0,0 a 2,1291.0
14084.0,3 a 5,1616.0
14084.0,6 a 11,3515.0
14084.0,12 a 18,4141.0
14084.0,19 a 29,5665.0
14084.0,30 a 45,8145.0
14084.0,46 a 60,6245.0
14084.0,> 60,6933.0
,,
,,
14091.0,0 a 2,6565.0
14091.0,3 a 5,8649.0
14091.0,6 a 11,19630.0
14091.0,12 a 18,23311.0
14091.0,19 a 29,32836.0
14091.0,30 a 45,49477.0
14091.0,46 a 60,38705.0
14091.0,> 60,40321.0
,,
,,
14098.0,0 a 2,9807.0
14098.0,3 a 5,11863.0
14098.0,6 a 11,24667.0
14098.0,12 a 18,28427.0
14098.0,19 a 29,46131.0
14098.0,30 a 45,64078.0
14098.0,46 a 60,45517.0
14098.0,> 60,47489.0
,,
,,
14105.0,0 a 2,2424.0
14105.0,3 a 5,2879.0
14105.0,6 a 11,5663.0
14105.0,12 a 18,6638.0
14105.0,19 a 29,10434.0
14105.0,30 a 45,12870.0
14105.0,46 a 60,9026.0
14105.0,> 60,8247.0
,,
,,
14112.0,0 a 2,612.0
14112.0,3 a 5,712.0
14112.0,6 a 11,1591.0
14112.0,12 a 18,1918.0
14112.0,19 a 29,2692.0
14112.0,30 a 45,3205.0
14112.0,46 a 60,2406.0
14112.0,> 60,2139.0
,,
,,
14119.0,0 a 2,4071.0
14119.0,3 a 5,4752.0
14119.0,6 a 11,10379.0
14119.0,12 a 18,12099.0
14119.0,19 a 29,18920.0
14119.0,30 a 45,26043.0
14119.0,46 a 60,18661.0
14119.0,> 60,18386.0
,,
,,
14126.0,0 a 2,1425.0
14126.0,3 a 5,1903.0
14126.0,6 a 11,3968.0
14126.0,12 a 18,4656.0
14126.0,19 a 29,6943.0
14126.0,30 a 45,9324.0
14126.0,46 a 60,7106.0
14126.0,> 60,6704.0
,,
,,
14133.0,0 a 2,2196.0
14133.0,3 a 5,2613.0
14133.0,6 a 11,6034.0
14133.0,12 a 18,6847.0
14133.0,19 a 29,9760.0
14133.0,30 a 45,14470.0
14133.0,46 a 60,10621.0
14133.0,> 60,10159.0
,,
,,
14140.0,0 a 2,7899.0
14140.0,3 a 5,9838.0
14140.0,6 a 11,20783.0
14140.0,12 a 18,24859.0
14140.0,19 a 29,36811.0
14140.0,30 a 45,52543.0
14140.0,46 a 60,37628.0
14140.0,> 60,38590.0
,,
,,
14147.0,0 a 2,5257.0
14147.0,3 a 5,6745.0
14147.0,6 a 11,14361.0
14147.0,12 a 18,15614.0
14147.0,19 a 29,21398.0
14147.0,30 a 45,33772.0
14147.0,46 a 60,22297.0
14147.0,> 60,19568.0
,,
,,
14154.0,0 a 2,153.0
14154.0,3 a 5,192.0
14154.0,6 a 11,401.0
14154.0,12 a 18,541.0
14154.0,19 a 29,763.0
14154.0,30 a 45,917.0
14154.0,46 a 60,727.0
14154.0,> 60,687.0
,,
,,
14161.0,0 a 2,3991.0
14161.0,3 a 5,5123.0
14161.0,6 a 11,10870.0
14161.0,12 a 18,12405.0
14161.0,19 a 29,18302.0
14161.0,30 a 45,27131.0
14161.0,46 a 60,20061.0
14161.0,> 60,22324.0
,,
,,
14168.0,0 a 2,911.0
14168.0,3 a 5,1032.0
14168.0,6 a 11,2217.0
14168.0,12 a 18,2670.0
14168.0,19 a 29,3769.0
14168.0,30 a 45,5215.0
14168.0,46 a 60,3618.0
14168.0,> 60,3041.0
,,
,,
14175.0,0 a 2,537.0
14175.0,3 a 5,621.0
14175.0,6 a 11,1209.0
14175.0,12 a 18,1507.0
14175.0,19 a 29,2397.0
14175.0,30 a 45,2962.0
14175.0,46 a 60,2232.0
14175.0,> 60,2627.0
,,
,,
14182.0,0 a 2,3968.0
14182.0,3 a 5,4780.0
14182.0,6 a 11,10277.0
14182.0,12 a 18,12072.0
14182.0,19 a 29,17715.0
14182.0,30 a 45,25737.0
14182.0,46 a 60,18476.0
14182.0,> 60,20610.0
,,
,,
18007.0,0 a 2,2069.0
18007.0,3 a 5,2328.0
18007.0,6 a 11,4808.0
18007.0,12 a 18,5139.0
18007.0,19 a 29,7974.0
18007.0,30 a 45,9904.0
18007.0,46 a 60,6499.0
18007.0,> 60,5648.0
,,
,,
18014.0,0 a 2,94.0
18014.0,3 a 5,137.0
18014.0,6 a 11,265.0
18014.0,12 a 18,324.0
18014.0,19 a 29,532.0
18014.0,30 a 45,588.0
18014.0,46 a 60,471.0
18014.0,> 60,397.0
,,
,,
18021.0,0 a 2,15480.0
18021.0,3 a 5,19680.0
18021.0,6 a 11,40888.0
18021.0,12 a 18,47679.0
18021.0,19 a 29,85392.0
18021.0,30 a 45,104843.0
18021.0,46 a 60,65982.0
18021.0,> 60,57502.0
,,
,,
18028.0,0 a 2,1257.0
18028.0,3 a 5,1534.0
18028.0,6 a 11,3184.0
18028.0,12 a 18,3682.0
18028.0,19 a 29,5265.0
18028.0,30 a 45,5444.0
18028.0,46 a 60,3266.0
18028.0,> 60,2638.0
,,
,,
18035.0,0 a 2,2127.0
18035.0,3 a 5,2522.0
18035.0,6 a 11,5255.0
18035.0,12 a 18,6224.0
18035.0,19 a 29,8855.0
18035.0,30 a 45,10790.0
18035.0,46 a 60,7898.0
18035.0,> 60,7818.0
,,
,,
18042.0,0 a 2,697.0
18042.0,3 a 5,877.0
18042.0,6 a 11,1754.0
18042.0,12 a 18,2082.0
18042.0,19 a 29,3399.0
18042.0,30 a 45,4049.0
18042.0,46 a 60,2680.0
18042.0,> 60,2410.0
,,
,,
18049.0,0 a 2,1545.0
18049.0,3 a 5,2117.0
18049.0,6 a 11,4138.0
18049.0,12 a 18,4927.0
18049.0,19 a 29,7075.0
18049.0,30 a 45,8114.0
18049.0,46 a 60,5620.0
18049.0,> 60,5632.0
,,
,,
18056.0,0 a 2,396.0
18056.0,3 a 5,477.0
18056.0,6 a 11,896.0
18056.0,12 a 18,1126.0
18056.0,19 a 29,1511.0
18056.0,30 a 45,1824.0
18056.0,46 a 60,1435.0
18056.0,> 60,1386.0
,,
,,
18063.0,0 a 2,627.0
18063.0,3 a 5,798.0
18063.0,6 a 11,1615.0
18063.0,12 a 18,1937.0
18063.0,19 a 29,2988.0
18063.0,30 a 45,3659.0
18063.0,46 a 60,2650.0
18063.0,> 60,2742.0
,,
,,
18070.0,0 a 2,4076.0
18070.0,3 a 5,4959.0
18070.0,6 a 11,10905.0
18070.0,12 a 18,12844.0
18070.0,19 a 29,18565.0
18070.0,30 a 45,23011.0
18070.0,46 a 60,16387.0
18070.0,> 60,15476.0
,,
,,
18077.0,0 a 2,499.0
18077.0,3 a 5,637.0
18077.0,6 a 11,1276.0
18077.0,12 a 18,1379.0
18077.0,19 a 29,2139.0
18077.0,30 a 45,2530.0
18077.0,46 a 60,1660.0
18077.0,> 60,1826.0
,,
,,
18084.0,0 a 2,1783.0
18084.0,3 a 5,2033.0
18084.0,6 a 11,4200.0
18084.0,12 a 18,4751.0
18084.0,19 a 29,7105.0
18084.0,30 a 45,8627.0
18084.0,46 a 60,5605.0
18084.0,> 60,4663.0
,,
,,
18091.0,0 a 2,2025.0
18091.0,3 a 5,2407.0
18091.0,6 a 11,4752.0
18091.0,12 a 18,5177.0
18091.0,19 a 29,8013.0
18091.0,30 a 45,8574.0
18091.0,46 a 60,5174.0
18091.0,> 60,4284.0
,,
,,
18098.0,0 a 2,492.0
18098.0,3 a 5,510.0
18098.0,6 a 11,1108.0
18098.0,12 a 18,1439.0
18098.0,19 a 29,2114.0
18098.0,30 a 45,2430.0
18098.0,46 a 60,1691.0
18098.0,> 60,1757.0
,,
,,
18105.0,0 a 2,2316.0
18105.0,3 a 5,2649.0
18105.0,6 a 11,5266.0
18105.0,12 a 18,5536.0
18105.0,19 a 29,9175.0
18105.0,30 a 45,11024.0
18105.0,46 a 60,7305.0
18105.0,> 60,6536.0
,,
,,
18112.0,0 a 2,1839.0
18112.0,3 a 5,2277.0
18112.0,6 a 11,4648.0
18112.0,12 a 18,5272.0
18112.0,19 a 29,8084.0
18112.0,30 a 45,10024.0
18112.0,46 a 60,6805.0
18112.0,> 60,6653.0
,,
,,
18119.0,0 a 2,2478.0
18119.0,3 a 5,2964.0
18119.0,6 a 11,6353.0
18119.0,12 a 18,7503.0
18119.0,19 a 29,9531.0
18119.0,30 a 45,12450.0
18119.0,46 a 60,8470.0
18119.0,> 60,7029.0
,,
,,
18126.0,0 a 2,1248.0
18126.0,3 a 5,1455.0
18126.0,6 a 11,3024.0
18126.0,12 a 18,3676.0
18126.0,19 a 29,5410.0
18126.0,30 a 45,6321.0
18126.0,46 a 60,4196.0
18126.0,> 60,3796.0
,,
,,
18133.0,0 a 2,731.0
18133.0,3 a 5,902.0
18133.0,6 a 11,1882.0
18133.0,12 a 18,2017.0
18133.0,19 a 29,3469.0
18133.0,30 a 45,4627.0
18133.0,46 a 60,3217.0
18133.0,> 60,2834.0
,,
,,
18140.0,0 a 2,825.0
18140.0,3 a 5,1037.0
18140.0,6 a 11,2025.0
18140.0,12 a 18,2496.0
18140.0,19 a 29,4020.0
18140.0,30 a 45,4682.0
18140.0,46 a 60,3244.0
18140.0,> 60,3052.0
,,
,,
18147.0,0 a 2,693.0
18147.0,3 a 5,819.0
18147.0,6 a 11,1702.0
18147.0,12 a 18,1972.0
18147.0,19 a 29,2502.0
18147.0,30 a 45,3217.0
18147.0,46 a 60,2210.0
18147.0,> 60,2049.0
,,
,,
18154.0,0 a 2,569.0
18154.0,3 a 5,718.0
18154.0,6 a 11,1498.0
18154.0,12 a 18,1740.0
