Cueanexo,Departamento,id_departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET
740068703,GENERAL JUAN MARTIN DE PUEYRREDON,74056,,,,,,
740068704,GENERAL JUAN MARTIN DE PUEYRREDON,74056,,,,,,
740068900,GOBERNADOR DUPUY,74042,1.0,,,,1.0,
740069000,GOBERNADOR DUPUY,74042,1.0,,,,1.0,
740069100,GOBERNADOR DUPUY,74042,1.0,,,,1.0,
740069200,BELGRANO,74014,1.0,,,,1.0,
740069300,LIBERTADOR GRL SAN MARTIN,74063,1.0,,,,1.0,
740069400,LIBERTADOR GRL SAN MARTIN,74063,1.0,,,,1.0,
740069500,CHACABUCO,74028,1.0,,,,1.0,
740069600,CHACABUCO,74028,1.0,,,,1.0,
740069700,BELGRANO,74014,1.0,,,,1.0,
740069800,GENERAL PEDERNERA,74035,1.0,,,,1.0,
740069900,AYACUCHO,74007,1.0,,,,1.0,
740070000,LIBERTADOR GRL SAN MARTIN,74063,1.0,,,,1.0,
740070100,JUNIN,74049,1.0,,,,1.0,
740070200,JUNIN,74049,1.0,,,,1.0,
740070300,CORONEL PRINGLES,74021,1.0,,,,1.0,
740070400,GENERAL PEDERNERA,74035,1.0,,,,1.0,
740070500,GENERAL PEDERNERA,74035,1.0,,,,1.0,
740070600,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,,1.0,
740070700,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,1.0,1.0,
740070800,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740070900,GENERAL PEDERNERA,74035,1.0,,1.0,,,
740071000,GOBERNADOR DUPUY,74042,1.0,,1.0,,,
740071100,CHACABUCO,74028,1.0,,1.0,,,
740071200,CORONEL PRINGLES,74021,1.0,,1.0,,,
740071300,AYACUCHO,74007,1.0,,1.0,,,
740071400,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,1.0,1.0,
740071500,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,,1.0,
740071600,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,1.0,1.0,,,
740071700,BELGRANO,74014,1.0,,1.0,,,
740071800,BELGRANO,74014,1.0,,,1.0,,
740071900,BELGRANO,74014,1.0,,,,1.0,
740072000,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740072100,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,,
740072200,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,,1.0,
740072300,GENERAL PEDERNERA,74035,1.0,,,1.0,1.0,
740072400,GENERAL PEDERNERA,74035,1.0,,1.0,1.0,1.0,
740072500,GENERAL PEDERNERA,74035,1.0,,,1.0,1.0,
740072600,BELGRANO,74014,1.0,1.0,1.0,,,
740072700,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740072800,GENERAL PEDERNERA,74035,1.0,,,1.0,1.0,
740073000,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,1.0,1.0,
740073100,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,1.0,1.0,
740073200,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740073300,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740073400,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740073500,BELGRANO,74014,1.0,,,1.0,1.0,
740073700,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740073800,CHACABUCO,74028,1.0,,,1.0,1.0,
740073900,GENERAL PEDERNERA,74035,1.0,,,,1.0,
740074000,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,,
740074100,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,,1.0,
740074200,GOBERNADOR DUPUY,74042,1.0,,,,1.0,1.0
740074300,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740074400,GENERAL PEDERNERA,74035,1.0,,,1.0,,
740074500,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,,
740074600,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740074700,BELGRANO,74014,1.0,,,1.0,1.0,
740074800,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740074900,GENERAL PEDERNERA,74035,1.0,,1.0,,,
740075000,GENERAL PEDERNERA,74035,1.0,,,1.0,1.0,
740075100,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740075200,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740075400,AYACUCHO,74007,,,,,,
740075500,JUNIN,74049,1.0,,1.0,,,
740075600,CHACABUCO,74028,1.0,,1.0,,,
740075700,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740075800,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740075900,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740076000,GENERAL PEDERNERA,74035,1.0,,1.0,,,
740076100,GENERAL PEDERNERA,74035,1.0,,1.0,,,
740076200,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,,,
740076300,GOBERNADOR DUPUY,74042,1.0,,,,1.0,
740076400,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,,1.0,
740076500,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,1.0,1.0,
740076600,CORONEL PRINGLES,74021,1.0,,,1.0,1.0,
740076700,JUNIN,74049,1.0,,,,1.0,
740076800,JUNIN,74049,1.0,,,,,
740076900,AYACUCHO,74007,1.0,,,,,
740077000,GENERAL PEDERNERA,74035,1.0,,,1.0,,
740077100,BELGRANO,74014,1.0,,1.0,1.0,1.0,
740077200,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,1.0,1.0,
740077300,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,,1.0,
740077400,GENERAL PEDERNERA,74035,1.0,,1.0,1.0,1.0,
740077500,GOBERNADOR DUPUY,74042,1.0,,,,,
740077600,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,1.0,1.0,,,
740077700,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,1.0,1.0,,,
740077800,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,1.0,1.0,,,
740077900,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,1.0,1.0,,,
740078000,CHACABUCO,74028,1.0,1.0,1.0,,,
740078100,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,1.0,1.0,,,
740078200,GENERAL PEDERNERA,74035,1.0,1.0,1.0,,,
740078300,GENERAL PEDERNERA,74035,1.0,1.0,1.0,,,
740078400,GENERAL PEDERNERA,74035,1.0,1.0,1.0,,,
740078500,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,,1.0,1.0,
740078700,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,,,
740078800,JUNIN,74049,1.0,,1.0,1.0,1.0,
740079000,GENERAL PEDERNERA,74035,,,,,,
749000100,GENERAL JUAN MARTIN DE PUEYRREDON,74056,1.0,,1.0,1.0,1.0,
780000100,LAGO ARGENTINO,78028,,,,,,
780000200,LAGO ARGENTINO,78028,1.0,,,,1.0,
780000300,GUER AIKE,78021,,,,,,
780000400,GUER AIKE,78021,1.0,,,1.0,,
780000500,GUER AIKE,78021,1.0,,,,1.0,
780000600,GUER AIKE,78021,,,,,,
780000601,GUER AIKE,78021,,,,,,
780000700,GUER AIKE,78021,1.0,,1.0,,,
780000800,GUER AIKE,78021,1.0,,1.0,,,
780000900,GUER AIKE,78021,1.0,,,1.0,,
780001000,GUER AIKE,78021,,,,,,
780001001,GUER AIKE,78021,,,,,,
780001200,GUER AIKE,78021,1.0,,1.0,,,
780001300,GUER AIKE,78021,1.0,,,1.0,,
780001400,GUER AIKE,78021,,,,,,
780001500,GUER AIKE,78021,1.0,,1.0,,,
780001600,GUER AIKE,78021,1.0,,,1.0,,
780001700,GUER AIKE,78021,1.0,,1.0,,,
780001800,GUER AIKE,78021,1.0,,,1.0,,
780001900,GUER AIKE,78021,1.0,,1.0,1.0,,
780002100,GUER AIKE,78021,1.0,,1.0,1.0,,
780002200,GUER AIKE,78021,1.0,,,1.0,,
780002300,GUER AIKE,78021,1.0,,1.0,1.0,,
780002400,GUER AIKE,78021,1.0,,,1.0,,
780002600,LAGO ARGENTINO,78028,1.0,,,1.0,,
780002700,CORPEN AIKE,78007,1.0,,1.0,1.0,,
780002800,LAGO ARGENTINO,78028,,,,,,
780002900,LAGO ARGENTINO,78028,,,,,,
780002901,LAGO ARGENTINO,78028,,,,,,
780003000,LAGO ARGENTINO,78028,1.0,,,1.0,,
780003100,LAGO ARGENTINO,78028,1.0,,1.0,,,
780003300,RIO CHICO,78049,,,,,,
780003400,RIO CHICO,78049,1.0,,1.0,,,
780003500,RIO CHICO,78049,1.0,,,1.0,,
780003600,RIO CHICO,78049,,,,,,
780003700,CORPEN AIKE,78007,1.0,,,,1.0,
780003800,CORPEN AIKE,78007,,,,,,
780003801,CORPEN AIKE,78007,,,,,,
780003900,CORPEN AIKE,78007,1.0,,,1.0,,
780004000,CORPEN AIKE,78007,1.0,1.0,1.0,,,
780004100,CORPEN AIKE,78007,,,,,,
780004101,CORPEN AIKE,78007,,,,,,
780004200,MAGALLANES,78042,,,,,,
780004201,MAGALLANES,78042,,,,,,
780004202,MAGALLANES,78042,,,,,,
780004400,MAGALLANES,78042,1.0,,1.0,1.0,,
780004500,MAGALLANES,78042,1.0,,1.0,,,
780004600,MAGALLANES,78042,,,,,,
780004601,MAGALLANES,78042,,,,,,
780004700,LAGO BUENOS AIRES,78035,,,,,,
780004800,LAGO BUENOS AIRES,78035,1.0,,,,1.0,
780004900,LAGO BUENOS AIRES,78035,,,,,,
780004901,LAGO BUENOS AIRES,78035,,,,,,
780005000,DESEADO,78014,1.0,,,1.0,,
780005100,DESEADO,78014,1.0,,1.0,,,
780005200,DESEADO,78014,1.0,,1.0,,,
780005300,DESEADO,78014,1.0,,,1.0,,
780005400,DESEADO,78014,1.0,,1.0,,,
780005500,DESEADO,78014,1.0,,,1.0,,
780005600,DESEADO,78014,1.0,,1.0,,,
780005800,DESEADO,78014,1.0,,1.0,,,
780005900,DESEADO,78014,1.0,,1.0,1.0,1.0,
780006000,DESEADO,78014,1.0,,,1.0,,
780006100,DESEADO,78014,1.0,,1.0,,,
780006200,DESEADO,78014,1.0,,1.0,,,
780006300,DESEADO,78014,,,,,,
780006400,LAGO BUENOS AIRES,78035,,,,,,
780006500,RIO CHICO,78049,1.0,,,1.0,,
780006600,DESEADO,78014,1.0,,1.0,,,
780006700,DESEADO,78014,1.0,,,,1.0,
780006800,DESEADO,78014,,,,,,
780006801,DESEADO,78014,,,,,,
780006802,DESEADO,78014,,,,,,
780006900,DESEADO,78014,1.0,,,1.0,,
780007000,DESEADO,78014,,,,,,
780007100,DESEADO,78014,1.0,,1.0,,,
780007200,DESEADO,78014,1.0,,1.0,,,
780007300,DESEADO,78014,1.0,,,1.0,,
780007500,DESEADO,78014,1.0,,1.0,1.0,,
780007600,DESEADO,78014,,,,,,
780007700,DESEADO,78014,,,,,,
780007800,GUER AIKE,78021,1.0,,,,1.0,
780007900,GUER AIKE,78021,1.0,,1.0,,,
780008000,GUER AIKE,78021,1.0,,,1.0,,
780008100,GUER AIKE,78021,,,,,,
780008200,GUER AIKE,78021,,,,,,
780008300,GUER AIKE,78021,,,,,,
780008500,GUER AIKE,78021,1.0,,,,1.0,
780008600,GUER AIKE,78021,,,,,,
780008700,GUER AIKE,78021,1.0,,1.0,,,
780008800,GUER AIKE,78021,1.0,,,1.0,,
780008900,GUER AIKE,78021,1.0,,,1.0,,
780009000,GUER AIKE,78021,1.0,,1.0,,,
780009100,GUER AIKE,78021,1.0,,1.0,1.0,,
780009300,GUER AIKE,78021,1.0,,,1.0,,
780009400,GUER AIKE,78021,1.0,1.0,1.0,1.0,1.0,
780009800,GUER AIKE,78021,1.0,1.0,1.0,,,
780009900,GUER AIKE,78021,1.0,,1.0,,,
780010100,GUER AIKE,78021,1.0,,1.0,,,
780010200,GUER AIKE,78021,,,,,,
780010400,GUER AIKE,78021,1.0,,,,1.0,1.0
780010500,GUER AIKE,78021,1.0,,,1.0,,
780010600,GUER AIKE,78021,,,,,,
780010700,GUER AIKE,78021,1.0,,1.0,,,
780010800,GUER AIKE,78021,1.0,,1.0,,,
780010900,GUER AIKE,78021,,,,,,
780010901,GUER AIKE,78021,,,,,,
780010903,GUER AIKE,78021,,,,,,
780010904,GUER AIKE,78021,,,,,,
780011000,LAGO ARGENTINO,78028,1.0,,,1.0,,
780011100,GUER AIKE,78021,,,,,,
780011101,GUER AIKE,78021,,,,,,
780011200,GUER AIKE,78021,1.0,,1.0,,,
780011300,GUER AIKE,78021,1.0,,,1.0,,
780011400,GUER AIKE,78021,1.0,,,1.0,,
780011500,GUER AIKE,78021,,,,,,
780011501,GUER AIKE,78021,,,,,,
780011502,GUER AIKE,78021,,,,,,
780011600,GUER AIKE,78021,1.0,,,,1.0,1.0
780011700,GUER AIKE,78021,1.0,,,1.0,,
780011800,LAGO ARGENTINO,78028,1.0,,1.0,,,
780011900,LAGO ARGENTINO,78028,1.0,,1.0,,,
780012000,RIO CHICO,78049,1.0,,,1.0,,
780012100,RIO CHICO,78049,1.0,,,,1.0,1.0
780012200,RIO CHICO,78049,1.0,,,,1.0,
780012300,CORPEN AIKE,78007,1.0,,,,1.0,
780012400,CORPEN AIKE,78007,,,,,,
780012500,CORPEN AIKE,78007,1.0,,,1.0,,
780012600,CORPEN AIKE,78007,1.0,,1.0,,,
780012700,CORPEN AIKE,78007,,,,,,
780012900,CORPEN AIKE,78007,1.0,,1.0,1.0,,
780013000,MAGALLANES,78042,1.0,,,,1.0,
780013100,MAGALLANES,78042,1.0,,,1.0,,
780013200,LAGO BUENOS AIRES,78035,1.0,,,1.0,,
780013300,LAGO BUENOS AIRES,78035,1.0,,,1.0,,
780013400,LAGO BUENOS AIRES,78035,1.0,,1.0,,,
780013500,DESEADO,78014,1.0,,,1.0,,
780013600,DESEADO,78014,1.0,,,1.0,,
780013700,DESEADO,78014,1.0,,,1.0,,
780013800,DESEADO,78014,1.0,,1.0,,,
780013900,DESEADO,78014,1.0,,1.0,,,
780014000,DESEADO,78014,1.0,,,,1.0,
780014100,DESEADO,78014,1.0,,,1.0,,
780014200,DESEADO,78014,,,,,,
780014201,DESEADO,78014,,,,,,
780014202,DESEADO,78014,,,,,,
780014300,DESEADO,78014,1.0,,,1.0,,
780014400,DESEADO,78014,1.0,,,,1.0,
780014500,DESEADO,78014,1.0,,1.0,,,
780014600,DESEADO,78014,,,,,,
780014602,DESEADO,78014,,,,,,
780014700,DESEADO,78014,1.0,,,1.0,,
780014800,DESEADO,78014,1.0,,,1.0,,
780014900,DESEADO,78014,,,,,,
780015000,DESEADO,78014,1.0,,,1.0,,
780015100,DESEADO,78014,1.0,,,,1.0,1.0
780015200,DESEADO,78014,1.0,,,,1.0,
780015300,DESEADO,78014,1.0,,,,1.0,
780015400,DESEADO,78014,,,,,,
780015500,DESEADO,78014,1.0,,,1.0,,
780015600,DESEADO,78014,1.0,,,,1.0,1.0
780015700,DESEADO,78014,1.0,,1.0,,,
780015900,DESEADO,78014,1.0,,,1.0,,
780016000,DESEADO,78014,1.0,,,,1.0,
780016100,DESEADO,78014,1.0,,,1.0,,
780016300,DESEADO,78014,1.0,,,1.0,,
780016400,DESEADO,78014,1.0,,,,1.0,
780016500,DESEADO,78014,1.0,,,,1.0,1.0
780016600,DESEADO,78014,1.0,,,,1.0,
780016700,DESEADO,78014,1.0,,,1.0,,
780016800,DESEADO,78014,1.0,,1.0,,,
780016900,DESEADO,78014,1.0,,,1.0,,
780017000,DESEADO,78014,,,,,,
780017001,DESEADO,78014,,,,,,
780017100,LAGO BUENOS AIRES,78035,1.0,,1.0,1.0,,
780017200,LAGO BUENOS AIRES,78035,1.0,,,,1.0,
780017300,LAGO BUENOS AIRES,78035,,,,,,
780017400,LAGO BUENOS AIRES,78035,1.0,,1.0,,,
780017401,LAGO BUENOS AIRES,78035,1.0,,1.0,,,
780017500,LAGO BUENOS AIRES,78035,1.0,,,1.0,,
780017600,RIO CHICO,78049,1.0,,1.0,,,
780017700,RIO CHICO,78049,1.0,,,1.0,,
780017800,DESEADO,78014,1.0,,,1.0,,
780017900,DESEADO,78014,1.0,,,,1.0,
780018000,DESEADO,78014,1.0,,1.0,,,
780018100,DESEADO,78014,,,,,,
780018200,DESEADO,78014,,,,,,
780018300,DESEADO,78014,1.0,,,1.0,,
780018500,DESEADO,78014,1.0,,1.0,,,
780018600,DESEADO,78014,1.0,,,1.0,,
780018700,DESEADO,78014,,,,,,
780018701,DESEADO,78014,,,,,,
780018800,DESEADO,78014,,,,,,
780019000,DESEADO,78014,1.0,,,1.0,,
780019100,DESEADO,78014,1.0,,,1.0,,
780019200,DESEADO,78014,1.0,,1.0,1.0,,
780019300,DESEADO,78014,1.0,,,1.0,,
780019400,DESEADO,78014,1.0,,,1.0,,
780019500,DESEADO,78014,1.0,,,,1.0,1.0
780019600,DESEADO,78014,1.0,,,,1.0,
780019700,GUER AIKE,78021,1.0,,,1.0,,
780019800,GUER AIKE,78021,,,,,,
780019900,GUER AIKE,78021,1.0,,,1.0,,
780020000,GUER AIKE,78021,1.0,,,,1.0,
780020100,GUER AIKE,78021,1.0,,1.0,,,
780020200,GUER AIKE,78021,1.0,,,1.0,,
780020300,GUER AIKE,78021,1.0,,,1.0,,
780020400,GUER AIKE,78021,1.0,,,,1.0,
780020500,GUER AIKE,78021,1.0,,1.0,,,
780020700,GUER AIKE,78021,,,,,,
780020701,GUER AIKE,78021,,,,,,
780020800,GUER AIKE,78021,1.0,,,1.0,,
780020900,GUER AIKE,78021,1.0,,,,1.0,
780021000,GUER AIKE,78021,1.0,,1.0,1.0,,
780021100,GUER AIKE,78021,1.0,,,,1.0,
780021200,GUER AIKE,78021,1.0,,,,1.0,1.0
780021300,GUER AIKE,78021,1.0,,1.0,1.0,,
780021400,GUER AIKE,78021,1.0,,,,1.0,
780021500,GUER AIKE,78021,1.0,,,,1.0,
780021600,GUER AIKE,78021,1.0,,,1.0,,
780021800,GUER AIKE,78021,1.0,,,1.0,,
780021900,GUER AIKE,78021,1.0,,,1.0,,
780022000,GUER AIKE,78021,,,,,,
780022100,GUER AIKE,78021,1.0,,1.0,,,
780022200,GUER AIKE,78021,1.0,,,,1.0,
780022300,GUER AIKE,78021,1.0,,1.0,,,
780022400,GUER AIKE,78021,1.0,,,1.0,,
780022500,GUER AIKE,78021,1.0,,,,1.0,
780022600,GUER AIKE,78021,1.0,,1.0,,,
780022700,GUER AIKE,78021,,,,,,
780022701,GUER AIKE,78021,,,,,,
780022704,LAGO ARGENTINO,78028,,,,,,
780022705,DESEADO,78014,,,,,,
780022800,GUER AIKE,78021,1.0,,,1.0,,
780022900,GUER AIKE,78021,1.0,,,,1.0,
780023000,GUER AIKE,78021,,,,,,
780023100,GUER AIKE,78021,1.0,,1.0,,,
780023200,GUER AIKE,78021,1.0,,,1.0,,
780023400,GUER AIKE,78021,1.0,,,1.0,,
780023500,GUER AIKE,78021,1.0,,,1.0,,
780023600,GUER AIKE,78021,1.0,,1.0,,,
780023700,DESEADO,78014,1.0,,1.0,1.0,,
780023800,DESEADO,78014,1.0,,,1.0,,
780023900,GUER AIKE,78021,1.0,,,1.0,,
780024000,DESEADO,78014,1.0,,1.0,,,
780024100,GUER AIKE,78021,1.0,,1.0,,,
780024200,GUER AIKE,78021,1.0,,,1.0,,
780024300,GUER AIKE,78021,1.0,,,1.0,,
780024400,GUER AIKE,78021,1.0,,1.0,,,
780024500,GUER AIKE,78021,1.0,,,,1.0,
780024600,DESEADO,78014,1.0,,,,1.0,
780024700,GUER AIKE,78021,1.0,,,,1.0,
780024800,GUER AIKE,78021,1.0,,,,1.0,
780024900,DESEADO,78014,1.0,,,,1.0,
780025000,GUER AIKE,78021,1.0,,,1.0,,
780025100,GUER AIKE,78021,1.0,,,,1.0,
780025200,GUER AIKE,78021,1.0,,,,,
780025300,GUER AIKE,78021,1.0,,,,,
780025400,LAGO ARGENTINO,78028,1.0,,,1.0,,
780025500,DESEADO,78014,1.0,,,1.0,,
780025600,DESEADO,78014,1.0,,1.0,,,
780025700,LAGO BUENOS AIRES,78035,1.0,,,1.0,,
780025900,DESEADO,78014,,,,,,
780026100,DESEADO,78014,,,,,,
780026200,GUER AIKE,78021,,,,,,
780026300,DESEADO,78014,,,,,,
780026400,DESEADO,78014,,,,,,
780026500,GUER AIKE,78021,1.0,,,1.0,1.0,
780026600,LAGO ARGENTINO,78028,1.0,,,1.0,,
780026700,LAGO BUENOS AIRES,78035,,,,,,
780026800,DESEADO,78014,1.0,,,1.0,,
780026900,DESEADO,78014,1.0,,1.0,,,
780027000,GUER AIKE,78021,1.0,,1.0,,,
780027100,GUER AIKE,78021,1.0,,,1.0,,
780027200,DESEADO,78014,1.0,,,1.0,,
780027300,LAGO ARGENTINO,78028,1.0,,1.0,,,
780027400,DESEADO,78014,,,,,,
780027401,DESEADO,78014,,,,,,
780027402,DESEADO,78014,,,,,,
780027700,DESEADO,78014,,,,,,
780027800,DESEADO,78014,1.0,,,1.0,,
780027900,LAGO ARGENTINO,78028,,,,,,
780028000,DESEADO,78014,1.0,,1.0,,,
780028100,GUER AIKE,78021,,,,,,
780028200,LAGO ARGENTINO,78028,1.0,,,,1.0,
780028300,MAGALLANES,78042,1.0,,,1.0,,
780028400,DESEADO,78014,1.0,,1.0,,,
780028500,LAGO ARGENTINO,78028,1.0,,,,1.0,
780028600,LAGO ARGENTINO,78028,,,,,,
780028601,LAGO ARGENTINO,78028,,,,,,
780028700,LAGO ARGENTINO,78028,1.0,1.0,1.0,1.0,1.0,
780028800,DESEADO,78014,1.0,,,,1.0,1.0
780028900,LAGO ARGENTINO,78028,1.0,,,1.0,,
780029000,GUER AIKE,78021,1.0,,,1.0,,
780029100,MAGALLANES,78042,,,,,,
780029200,LAGO ARGENTINO,78028,1.0,,,,,
780029400,DESEADO,78014,1.0,,,1.0,,
780029500,DESEADO,78014,1.0,,,,,
780029600,GUER AIKE,78021,,,,,,
780029602,GUER AIKE,78021,,,,,,
780029700,GUER AIKE,78021,1.0,,,1.0,,
780029800,DESEADO,78014,1.0,,,1.0,,
780029900,DESEADO,78014,1.0,,,1.0,,
780030000,DESEADO,78014,1.0,,1.0,,,
780030100,CORPEN AIKE,78007,1.0,,,1.0,,
780030200,RIO CHICO,78049,1.0,,,,1.0,
780030400,DESEADO,78014,1.0,,,1.0,,
780030500,GUER AIKE,78021,1.0,,1.0,,,
780030600,LAGO ARGENTINO,78028,1.0,,,1.0,,
780030700,DESEADO,78014,1.0,,1.0,,,
780030800,DESEADO,78014,1.0,,1.0,,,
780030900,MAGALLANES,78042,1.0,,,,1.0,1.0
780031000,LAGO ARGENTINO,78028,1.0,,,,1.0,
780031100,DESEADO,78014,1.0,,,,1.0,
780031300,DESEADO,78014,1.0,,,1.0,,
780031400,DESEADO,78014,,,,,,
780031500,DESEADO,78014,,,,,,
780031502,DESEADO,78014,,,,,,
780031600,GUER AIKE,78021,,,,,,
780031700,GUER AIKE,78021,1.0,,,,,
780031701,DESEADO,78014,1.0,,,,,
780031702,DESEADO,78014,1.0,,,,,
780031703,DESEADO,78014,1.0,,,,,
780031800,LAGO ARGENTINO,78028,1.0,,,,1.0,1.0
780031900,DESEADO,78014,1.0,,,,1.0,
780032000,DESEADO,78014,1.0,,,,1.0,
780032100,GUER AIKE,78021,1.0,,,,1.0,
780032200,LAGO ARGENTINO,78028,1.0,,1.0,,,
780032300,GUER AIKE,78021,1.0,,,1.0,,
780032400,LAGO BUENOS AIRES,78035,,,,,,
780032401,LAGO BUENOS AIRES,78035,,,,,,
780032500,CORPEN AIKE,78007,,,,,,
780032501,CORPEN AIKE,78007,,,,,,
780032600,CORPEN AIKE,78007,1.0,,1.0,,,
780032700,GUER AIKE,78021,1.0,,,,1.0,
780032900,GUER AIKE,78021,1.0,,,,,
780033000,DESEADO,78014,1.0,,1.0,,,
780033100,GUER AIKE,78021,1.0,,,,1.0,
780033200,LAGO ARGENTINO,78028,1.0,,,1.0,,
780033300,GUER AIKE,78021,1.0,1.0,1.0,,,
780033400,LAGO ARGENTINO,78028,1.0,,1.0,,,
780033500,GUER AIKE,78021,1.0,,,1.0,,
780033700,DESEADO,78014,,,,,,
780034000,GUER AIKE,78021,1.0,,,,1.0,
780034100,GUER AIKE,78021,1.0,,,,1.0,
780034200,GUER AIKE,78021,1.0,,,,1.0,
780034300,GUER AIKE,78021,1.0,,,,1.0,
780034400,GUER AIKE,78021,1.0,,,,1.0,
780034500,DESEADO,78014,1.0,,,,1.0,
780034600,DESEADO,78014,1.0,,,,1.0,
780034700,DESEADO,78014,1.0,,,,1.0,
780034800,DESEADO,78014,1.0,,,,1.0,
780034900,LAGO ARGENTINO,78028,1.0,,,,1.0,
780035000,MAGALLANES,78042,1.0,,1.0,,,
780035100,GUER AIKE,78021,,,,,,
780035101,GUER AIKE,78021,,,,,,
780035200,DESEADO,78014,,,,,,
780035300,GUER AIKE,78021,1.0,,1.0,,,
780035400,GUER AIKE,78021,1.0,,1.0,,,
780035500,DESEADO,78014,1.0,,1.0,,,
780035600,DESEADO,78014,1.0,,,1.0,,
780035700,GUER AIKE,78021,1.0,,,1.0,,
780035800,GUER AIKE,78021,1.0,,,,1.0,
780035900,MAGALLANES,78042,1.0,,,,1.0,
780036000,GUER AIKE,78021,1.0,,,,1.0,
780036100,CORPEN AIKE,78007,1.0,,,,1.0,
780036200,DESEADO,78014,1.0,,,,1.0,
780036300,GUER AIKE,78021,1.0,,,,1.0,
780036400,DESEADO,78014,1.0,,,,1.0,
780036600,GUER AIKE,78021,1.0,,,,1.0,
780036700,DESEADO,78014,1.0,,1.0,1.0,1.0,
780036800,GUER AIKE,78021,,,,,,
780036801,GUER AIKE,78021,,,,,,
780036802,GUER AIKE,78021,,,,,,
780036803,GUER AIKE,78021,,,,,,
780036804,GUER AIKE,78021,,,,,,
780036805,GUER AIKE,78021,,,,,,
780037100,DESEADO,78014,1.0,,,,1.0,
780037200,DESEADO,78014,1.0,,,,1.0,1.0
780037300,DESEADO,78014,1.0,,1.0,,,
780037400,DESEADO,78014,1.0,,1.0,,,
780037600,DESEADO,78014,1.0,,1.0,,,
780037900,LAGO ARGENTINO,78028,,,,,,
780038000,LAGO BUENOS AIRES,78035,1.0,,,,1.0,1.0
780038300,CORPEN AIKE,78007,1.0,,,1.0,,
780038400,CORPEN AIKE,78007,1.0,,,,1.0,
780038500,GUER AIKE,78021,1.0,,,,,
780038600,CORPEN AIKE,78007,1.0,,,,1.0,1.0
780038700,GUER AIKE,78021,1.0,,,,1.0,1.0
780038701,CORPEN AIKE,78007,1.0,,,,1.0,1.0
780038702,GUER AIKE,78021,1.0,,,,1.0,1.0
780038703,LAGO BUENOS AIRES,78035,1.0,,,,1.0,1.0
780038800,GUER AIKE,78021,,,,,,
780038801,GUER AIKE,78021,,,,,,
780038802,LAGO ARGENTINO,78028,,,,,,
780038803,DESEADO,78014,,,,,,
780038804,DESEADO,78014,,,,,,
780038805,DESEADO,78014,,,,,,
780038900,GUER AIKE,78021,1.0,1.0,1.0,,,
780039100,DESEADO,78014,1.0,,1.0,1.0,,
