Cueanexo,Jurisdicción,Código de departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
740020600,San Luis,74021,1.0,,1.0,1.0,
740020601,San Luis,74021,1.0,,,,1.0
740020700,San Luis,74014,1.0,,1.0,1.0,
740020701,San Luis,74014,1.0,,,,1.0
740020800,San Luis,74014,1.0,,1.0,1.0,
740020801,San Luis,74014,1.0,,,,1.0
740020900,San Luis,74014,1.0,,,1.0,
740020901,San Luis,74014,1.0,,,,1.0
740021100,San Luis,74014,1.0,,,1.0,
740021101,San Luis,74014,1.0,,,,1.0
740021200,San Luis,74014,1.0,,,1.0,
740021201,San Luis,74014,1.0,,,,1.0
740021300,San Luis,74014,1.0,,,1.0,
740021301,San Luis,74014,1.0,,,,1.0
740021400,San Luis,74014,1.0,,,1.0,
740021401,San Luis,74014,1.0,,,,1.0
740021700,San Luis,74021,1.0,,,1.0,
740021800,San Luis,74021,1.0,,1.0,1.0,1.0
740021900,San Luis,74021,1.0,,,1.0,
740021901,San Luis,74021,1.0,,,,1.0
740022300,San Luis,74021,1.0,,1.0,1.0,
740022301,San Luis,74021,1.0,,,,1.0
740022400,San Luis,74014,1.0,,,1.0,
740022401,San Luis,74014,1.0,,,,1.0
740022600,San Luis,74014,1.0,,,1.0,
740022601,San Luis,74014,1.0,,,,1.0
740023100,San Luis,74014,1.0,,,1.0,1.0
740023101,San Luis,74014,1.0,,,,1.0
740023200,San Luis,74014,1.0,,,1.0,
740023400,San Luis,74007,1.0,,,1.0,
740023401,San Luis,74007,1.0,,,,1.0
740023500,San Luis,74007,1.0,,1.0,1.0,1.0
740023600,San Luis,74007,1.0,,,1.0,
740023601,San Luis,74007,1.0,,,,1.0
740023700,San Luis,74028,1.0,,,1.0,
740023701,San Luis,74028,1.0,,,,1.0
740023900,San Luis,74028,1.0,,1.0,1.0,
740023901,San Luis,74028,1.0,,,,1.0
740024500,San Luis,74035,1.0,,1.0,1.0,1.0
740024700,San Luis,74035,1.0,,,1.0,
740024701,San Luis,74035,1.0,,,,1.0
740024800,San Luis,74007,,,,,
740025000,San Luis,74035,1.0,,,1.0,
740025001,San Luis,74035,1.0,,,,1.0
740025100,San Luis,74035,1.0,,,,1.0
740025300,San Luis,74035,1.0,,1.0,1.0,1.0
740025400,San Luis,74035,1.0,,,1.0,
740025500,San Luis,74007,1.0,,1.0,1.0,1.0
740025600,San Luis,74035,1.0,,1.0,1.0,1.0
740025700,San Luis,74007,1.0,,1.0,1.0,1.0
740026100,San Luis,74007,1.0,,1.0,1.0,
740026200,San Luis,74035,1.0,,1.0,1.0,1.0
740026400,San Luis,74035,1.0,,1.0,,
740026500,San Luis,74056,1.0,,1.0,1.0,1.0
740026600,San Luis,74021,1.0,,1.0,1.0,1.0
740026700,San Luis,74014,1.0,,1.0,1.0,1.0
740027500,San Luis,74056,1.0,,,1.0,
740027501,San Luis,74056,1.0,,,,1.0
740027700,San Luis,74014,1.0,,1.0,1.0,
740027701,San Luis,74014,1.0,,,,1.0
740027800,San Luis,74014,1.0,,,1.0,
740027801,San Luis,74014,1.0,,,,1.0
740027900,San Luis,74014,1.0,,,1.0,
740027901,San Luis,74014,1.0,,,,1.0
740028100,San Luis,74056,1.0,,,1.0,
740028101,San Luis,74056,1.0,,,,1.0
740028600,San Luis,74021,1.0,,1.0,1.0,
740028601,San Luis,74021,1.0,,,,1.0
740028700,San Luis,74021,1.0,,1.0,1.0,1.0
740028800,San Luis,74056,1.0,,1.0,1.0,1.0
740029000,San Luis,74056,1.0,,1.0,1.0,1.0
740029300,San Luis,74056,,,,,
740029400,San Luis,74056,1.0,,1.0,1.0,1.0
740029700,San Luis,74035,1.0,,1.0,1.0,
740029701,San Luis,74035,1.0,,,,1.0
740029900,San Luis,74035,1.0,,,,1.0
740030000,San Luis,74035,1.0,,1.0,1.0,
740030200,San Luis,74035,1.0,,1.0,1.0,1.0
740030201,San Luis,74035,1.0,,,,1.0
740030300,San Luis,74035,1.0,,1.0,1.0,1.0
740030700,San Luis,74035,1.0,,1.0,1.0,1.0
740030900,San Luis,74035,1.0,,1.0,1.0,
740031000,San Luis,74035,1.0,,1.0,1.0,1.0
740031300,San Luis,74056,1.0,,1.0,1.0,
740031301,San Luis,74056,1.0,,,,1.0
740031600,San Luis,74028,1.0,,1.0,1.0,
740031700,San Luis,74028,1.0,,1.0,1.0,1.0
740032000,San Luis,74056,1.0,,,1.0,
740032001,San Luis,74056,1.0,,,,1.0
740032100,San Luis,74056,1.0,,1.0,1.0,1.0
740032200,San Luis,74056,1.0,,1.0,1.0,1.0
740032300,San Luis,74056,1.0,,1.0,1.0,
740032400,San Luis,74014,1.0,,1.0,1.0,1.0
740032500,San Luis,74056,1.0,,1.0,1.0,1.0
740032700,San Luis,74056,1.0,,1.0,1.0,
740032800,San Luis,74056,1.0,,,,1.0
740032900,San Luis,74056,1.0,,1.0,1.0,
740033200,San Luis,74056,,,,,
740033300,San Luis,74056,1.0,,1.0,1.0,1.0
740033400,San Luis,74056,1.0,,1.0,1.0,1.0
740033500,San Luis,74056,1.0,,,,1.0
740033700,San Luis,74049,1.0,,,,1.0
740033800,San Luis,74035,1.0,,,,1.0
740034000,San Luis,74035,1.0,,1.0,1.0,1.0
740034200,San Luis,74035,1.0,,,,1.0
740034300,San Luis,74035,1.0,,1.0,1.0,1.0
740034400,San Luis,74035,1.0,,1.0,1.0,
740034500,San Luis,74035,1.0,,1.0,1.0,1.0
740034600,San Luis,74035,1.0,,1.0,1.0,
740034700,San Luis,74035,,,,,
740034800,San Luis,74035,1.0,,1.0,1.0,1.0
740034900,San Luis,74035,1.0,,1.0,1.0,1.0
740035000,San Luis,74035,1.0,,1.0,1.0,
740035200,San Luis,74007,1.0,,,,1.0
740035300,San Luis,74028,1.0,,,1.0,
740035500,San Luis,74028,1.0,,,1.0,
740035501,San Luis,74028,1.0,,,,1.0
740035600,San Luis,74063,1.0,,,1.0,
740035900,San Luis,74035,1.0,,,1.0,1.0
740036000,San Luis,74056,1.0,,1.0,1.0,
740036200,San Luis,74056,,,,,
740036300,San Luis,74056,1.0,,1.0,1.0,1.0
740036400,San Luis,74056,1.0,,1.0,1.0,1.0
740036700,San Luis,74056,1.0,1.0,1.0,1.0,1.0
740036800,San Luis,74056,1.0,,1.0,1.0,1.0
740037000,San Luis,74056,1.0,,1.0,,
740037100,San Luis,74056,1.0,,1.0,1.0,1.0
740037200,San Luis,74056,1.0,,1.0,1.0,1.0
740037300,San Luis,74056,1.0,,1.0,1.0,
740037301,San Luis,74056,1.0,,,1.0,1.0
740037600,San Luis,74049,1.0,,1.0,1.0,1.0
740037700,San Luis,74049,1.0,,1.0,1.0,1.0
740037800,San Luis,74049,1.0,,1.0,1.0,1.0
740037900,San Luis,74049,1.0,,1.0,1.0,1.0
740038000,San Luis,74049,1.0,,1.0,1.0,1.0
740038100,San Luis,74056,1.0,,1.0,1.0,1.0
740038300,San Luis,74056,1.0,,,,1.0
740038400,San Luis,74056,1.0,,,,1.0
740038500,San Luis,74035,1.0,,,1.0,
740038600,San Luis,74035,1.0,,1.0,1.0,
740039000,San Luis,74056,1.0,,1.0,,
740039100,San Luis,74056,1.0,1.0,1.0,1.0,1.0
740039200,San Luis,74056,1.0,,,,1.0
740039300,San Luis,74056,1.0,,,,1.0
740039400,San Luis,74056,1.0,,,,1.0
740039500,San Luis,74056,1.0,,,1.0,1.0
740039501,San Luis,74056,1.0,,1.0,,
740040000,San Luis,74056,1.0,,1.0,1.0,1.0
740040200,San Luis,74056,1.0,,1.0,1.0,1.0
740040300,San Luis,74056,1.0,,,1.0,1.0
740040400,San Luis,74056,1.0,,1.0,1.0,
740040500,San Luis,74056,,,,,
740040700,San Luis,74049,1.0,,1.0,1.0,1.0
740041100,San Luis,74056,1.0,,,,1.0
740041200,San Luis,74035,1.0,,1.0,1.0,
740041400,San Luis,74063,1.0,,,1.0,
740041401,San Luis,74063,1.0,,,,1.0
740041500,San Luis,74063,1.0,,,1.0,1.0
740041501,San Luis,74063,1.0,,,,1.0
740041600,San Luis,74063,1.0,,1.0,1.0,1.0
740042200,San Luis,74042,1.0,,1.0,1.0,
740042300,San Luis,74042,1.0,,1.0,1.0,1.0
740042400,San Luis,74049,1.0,,1.0,1.0,
740042600,San Luis,74049,1.0,,,1.0,1.0
740042601,San Luis,74049,1.0,,,,1.0
740042700,San Luis,74049,1.0,,,1.0,
740042701,San Luis,74049,1.0,,,,1.0
740042900,San Luis,74049,1.0,,1.0,,
740043400,San Luis,74042,1.0,,1.0,1.0,
740043500,San Luis,74042,1.0,,,,1.0
740043600,San Luis,74049,1.0,,,,1.0
740043700,San Luis,74049,1.0,,1.0,1.0,
740044000,San Luis,74049,1.0,,,1.0,
740044001,San Luis,74049,1.0,,,,1.0
740044100,San Luis,74049,1.0,,,1.0,
740044101,San Luis,74049,1.0,,,,1.0
740044200,San Luis,74049,1.0,,,1.0,
740044201,San Luis,74049,1.0,,,,1.0
740044300,San Luis,74049,1.0,,,1.0,1.0
740044301,San Luis,74049,1.0,,,,1.0
740044700,San Luis,74063,1.0,,,1.0,
740044701,San Luis,74063,1.0,,,,1.0
740044800,San Luis,74063,1.0,,,1.0,
740044801,San Luis,74063,1.0,,,,1.0
740045000,San Luis,74021,1.0,,1.0,1.0,
740045100,San Luis,74021,1.0,,,,1.0
740045200,San Luis,74021,1.0,,,1.0,
740045300,San Luis,74021,1.0,,,,1.0
740045600,San Luis,74035,1.0,,1.0,1.0,
740045700,San Luis,74035,1.0,,1.0,1.0,1.0
740046100,San Luis,74007,1.0,,,1.0,1.0
740046300,San Luis,74028,1.0,,,1.0,
740046400,San Luis,74007,1.0,,,1.0,
740046401,San Luis,74007,1.0,,,,1.0
740046500,San Luis,74007,1.0,,1.0,1.0,
740046501,San Luis,74007,1.0,,,,1.0
740046600,San Luis,74035,1.0,,,1.0,
740046601,San Luis,74035,1.0,,,,1.0
740046700,San Luis,74035,1.0,,1.0,1.0,
740046701,San Luis,74035,1.0,,,,1.0
740046800,San Luis,74035,1.0,,,1.0,
740046801,San Luis,74035,1.0,,,,1.0
740047000,San Luis,74063,1.0,,,1.0,
740047001,San Luis,74063,1.0,,,,1.0
740047100,San Luis,74035,1.0,,,,1.0
740047200,San Luis,74056,1.0,,,,1.0
740047300,San Luis,74035,1.0,,1.0,1.0,
740047400,San Luis,74035,1.0,,1.0,1.0,1.0
740047500,San Luis,74035,1.0,,1.0,1.0,1.0
740047800,San Luis,74035,1.0,,1.0,1.0,1.0
740048000,San Luis,74035,1.0,,1.0,1.0,1.0
740048200,San Luis,74007,1.0,,1.0,1.0,
740048201,San Luis,74007,1.0,,,,1.0
740048300,San Luis,74007,1.0,,,1.0,
740048301,San Luis,74007,1.0,,,,1.0
740048400,San Luis,74007,1.0,,,1.0,
740048401,San Luis,74007,1.0,,,,1.0
740048500,San Luis,74007,1.0,,,1.0,
740048700,San Luis,74007,1.0,,,1.0,1.0
740048800,San Luis,74007,1.0,,,1.0,
740049300,San Luis,74028,1.0,,,1.0,
740049301,San Luis,74049,1.0,,,,1.0
740049400,San Luis,74028,1.0,,1.0,1.0,
740049401,San Luis,74028,1.0,,,,1.0
740049500,San Luis,74014,1.0,,1.0,1.0,1.0
740049800,San Luis,74049,1.0,,1.0,1.0,1.0
740049900,San Luis,74049,1.0,,1.0,1.0,1.0
740049901,San Luis,74049,1.0,,,,1.0
740050000,San Luis,74035,1.0,,,1.0,
740050001,San Luis,74035,1.0,,,,1.0
740050100,San Luis,74035,1.0,,,1.0,
740050200,San Luis,74056,1.0,,1.0,1.0,1.0
740050400,San Luis,74014,1.0,,,1.0,
740050500,San Luis,74056,1.0,,,1.0,
740050501,San Luis,74056,1.0,,,,1.0
740050600,San Luis,74056,1.0,,1.0,1.0,1.0
740050900,San Luis,74056,1.0,,,1.0,
740051000,San Luis,74014,1.0,,,1.0,
740051600,San Luis,74056,1.0,,1.0,1.0,
740051601,San Luis,74049,1.0,,,,1.0
740051700,San Luis,74056,1.0,,1.0,1.0,
740051701,San Luis,74056,1.0,,,,1.0
740051800,San Luis,74056,,,,,
740052100,San Luis,74035,1.0,,1.0,1.0,
740052300,San Luis,74035,1.0,,,1.0,
740052400,San Luis,74035,1.0,,,1.0,
740052500,San Luis,74035,1.0,,1.0,1.0,
740052800,San Luis,74028,1.0,,1.0,1.0,1.0
740052900,San Luis,74028,1.0,,1.0,1.0,1.0
740053100,San Luis,74028,1.0,,,,1.0
740053300,San Luis,74035,1.0,,,,1.0
740053400,San Luis,74035,1.0,,1.0,,
740053500,San Luis,74035,1.0,,,,
740053600,San Luis,74056,1.0,,,,1.0
740053601,San Luis,74056,,,,,
740053700,San Luis,74056,1.0,,,,1.0
740053800,San Luis,74049,1.0,,1.0,1.0,
740054100,San Luis,74035,1.0,,,,1.0
740054101,San Luis,74035,,,,,
740054200,San Luis,74007,1.0,,1.0,1.0,1.0
740054300,San Luis,74035,1.0,,,,1.0
740054301,San Luis,74035,,,,,
740054400,San Luis,74056,1.0,,1.0,1.0,1.0
740054500,San Luis,74056,1.0,,1.0,,
740054600,San Luis,74056,1.0,,,1.0,
740055200,San Luis,74021,1.0,,,1.0,
740055201,San Luis,74021,1.0,,,,1.0
740055700,San Luis,74042,1.0,,1.0,1.0,
740055900,San Luis,74014,1.0,,,1.0,
740055901,San Luis,74014,1.0,,,,1.0
740056300,San Luis,74007,1.0,,1.0,1.0,
740056301,San Luis,74007,1.0,,,,1.0
740056600,San Luis,74007,1.0,,,1.0,
740056601,San Luis,74014,1.0,,,,1.0
740056800,San Luis,74035,1.0,,1.0,,
740056900,San Luis,74056,1.0,,1.0,,
740057000,San Luis,74056,1.0,,,1.0,
740057300,San Luis,74035,1.0,,1.0,1.0,1.0
740057400,San Luis,74056,1.0,,,1.0,1.0
740057500,San Luis,74056,1.0,,1.0,1.0,1.0
740057600,San Luis,74056,1.0,,,,1.0
740057700,San Luis,74021,1.0,,1.0,1.0,1.0
740057800,San Luis,74056,1.0,,1.0,1.0,1.0
740057900,San Luis,74014,1.0,,1.0,1.0,1.0
740058000,San Luis,74056,1.0,,,1.0,1.0
740058100,San Luis,74035,1.0,,1.0,1.0,1.0
740058200,San Luis,74035,1.0,,,,1.0
740058201,San Luis,74035,,,,,
740058300,San Luis,74028,1.0,,1.0,1.0,1.0
740058400,San Luis,74028,1.0,,1.0,1.0,1.0
740058500,San Luis,74028,1.0,,,,1.0
740058700,San Luis,74049,1.0,,,1.0,1.0
740058800,San Luis,74063,1.0,,1.0,1.0,1.0
740058900,San Luis,74056,1.0,,,1.0,1.0
740059000,San Luis,74035,1.0,,,1.0,1.0
740059100,San Luis,74028,1.0,,1.0,1.0,1.0
740059200,San Luis,74007,1.0,,1.0,1.0,1.0
740059300,San Luis,74035,1.0,,,,1.0
740059400,San Luis,74007,1.0,,,,1.0
740059500,San Luis,74035,1.0,,,1.0,1.0
740059600,San Luis,74056,1.0,,,,
740059700,San Luis,74056,,,,,
740059900,San Luis,74028,1.0,,,,1.0
740060000,San Luis,74028,1.0,,,,1.0
740060200,San Luis,74056,,,,,
740060300,San Luis,74021,1.0,,1.0,1.0,1.0
740060400,San Luis,74056,1.0,1.0,1.0,,
740060700,San Luis,74056,1.0,,1.0,1.0,1.0
740060900,San Luis,74056,1.0,,1.0,1.0,1.0
740061000,San Luis,74049,1.0,,,1.0,1.0
740061100,San Luis,74049,1.0,,1.0,1.0,1.0
740061200,San Luis,74035,1.0,,,,1.0
740061300,San Luis,74056,,,,,
740061400,San Luis,74035,1.0,,1.0,1.0,1.0
740061500,San Luis,74056,1.0,,1.0,1.0,1.0
740061600,San Luis,74056,1.0,,1.0,1.0,1.0
740061700,San Luis,74035,1.0,,1.0,1.0,1.0
740061800,San Luis,74035,1.0,,,1.0,
740061900,San Luis,74035,1.0,,1.0,,
740062000,San Luis,74056,1.0,,,,
740062100,San Luis,74035,1.0,,,,
740062200,San Luis,74014,1.0,,1.0,1.0,1.0
740062300,San Luis,74056,1.0,,1.0,1.0,1.0
740062400,San Luis,74035,1.0,,1.0,1.0,1.0
740062600,San Luis,74049,,,,,
740062700,San Luis,74049,1.0,1.0,1.0,1.0,1.0
740062900,San Luis,74035,1.0,,1.0,1.0,1.0
740063300,San Luis,74056,1.0,,,1.0,1.0
740063400,San Luis,74056,1.0,,,,
740063600,San Luis,74056,1.0,,,,
740063601,San Luis,74035,1.0,,,,
740063700,San Luis,74056,1.0,,1.0,1.0,
740063800,San Luis,74056,1.0,,,1.0,1.0
740063900,San Luis,74056,1.0,,1.0,1.0,1.0
740064100,San Luis,74056,1.0,,,,
740064200,San Luis,74056,1.0,,,,1.0
740064300,San Luis,74056,1.0,,1.0,1.0,1.0
740064400,San Luis,74056,1.0,,1.0,1.0,
740064800,San Luis,74035,1.0,1.0,1.0,,
740064900,San Luis,74049,1.0,,1.0,1.0,
740065000,San Luis,74049,1.0,,,,1.0
740065100,San Luis,74056,1.0,,,,1.0
740065200,San Luis,74056,1.0,,,,1.0
740065300,San Luis,74056,1.0,,,,1.0
740065500,San Luis,74056,1.0,,,,1.0
740065600,San Luis,74056,1.0,,1.0,1.0,1.0
740065602,San Luis,74035,1.0,,,1.0,1.0
740065607,San Luis,74042,,,,,
740065608,San Luis,74042,,,,,
740065609,San Luis,74056,,,,,
740065612,San Luis,74056,,,,,
740065613,San Luis,74042,,,,,
740065614,San Luis,74007,,,,,
740065615,San Luis,74049,,,,,
740065617,San Luis,74028,,,,,
740065618,San Luis,74028,,,,,
740065619,San Luis,74021,,,,,
740065620,San Luis,74056,,,,,
740065621,San Luis,74021,,,,,
740065622,San Luis,74042,,,,,
740065623,San Luis,74021,,,,,
740065624,San Luis,74035,,,,,
740065625,San Luis,74035,,,,,
740065626,San Luis,74056,,,,,
740065627,San Luis,74021,,,,,
740065628,San Luis,74014,,,,,
740065629,San Luis,74063,,,,,
740065630,San Luis,74021,,,,,
740065631,San Luis,74049,,,,,
740065632,San Luis,74007,,,,,
740065633,San Luis,74049,,,,,
740065634,San Luis,74028,,,,,
740065635,San Luis,74014,,,,,
740065636,San Luis,74042,,,,,
740065638,San Luis,74063,,,,,
740065639,San Luis,74056,,,,,
740065641,San Luis,74007,,,,,
740065644,San Luis,74014,,,,,
740065645,San Luis,74056,,,,,
740065647,San Luis,74056,,,,,
740065648,San Luis,74056,,,,,
740065649,San Luis,74063,,,,,
740065650,San Luis,74056,,,,,
740065651,San Luis,74049,,,,,
740065652,San Luis,74056,,,,,
740065653,San Luis,74028,,,,,
740065654,San Luis,74042,,,,,
740065655,San Luis,74063,,,,,
740065656,San Luis,74028,,,,,
740065658,San Luis,74028,,,,,
740065660,San Luis,74035,,,,,
740065664,San Luis,74035,,,,,
740065665,San Luis,74063,,,,,
740065666,San Luis,74049,,,,,
740065671,San Luis,74063,,,,,
740065674,San Luis,74056,,,,,
740065675,San Luis,74056,,,,,
740065678,San Luis,74056,,,,,
740065679,San Luis,74056,,,,,
740065680,San Luis,74035,,,,,
740065681,San Luis,74035,,,,,
740065682,San Luis,74021,,,,,
740065683,San Luis,74056,,,,,
740065684,San Luis,74007,,,,,
740065685,San Luis,74035,,,,,
740065686,San Luis,74014,,,,,
740065687,San Luis,74063,,,,,
740065688,San Luis,74063,,,,,
740065689,San Luis,74049,,,,,
740065690,San Luis,74049,,,,,
740065691,San Luis,74063,,,,,
740065692,San Luis,74014,,,,,
740065693,San Luis,74007,,,,,
740065694,San Luis,74042,,,,,
740065700,San Luis,74056,,,,,
740065800,San Luis,74035,1.0,,,1.0,
740065900,San Luis,74021,1.0,,1.0,1.0,1.0
740066000,San Luis,74014,1.0,,1.0,1.0,1.0
740066100,San Luis,74035,1.0,,,,1.0
740066200,San Luis,74056,1.0,,,,1.0
740066300,San Luis,74028,1.0,,,,1.0
740066400,San Luis,74056,1.0,,1.0,1.0,1.0
740066500,San Luis,74035,1.0,,1.0,1.0,1.0
740066600,San Luis,74035,1.0,1.0,1.0,1.0,
740066800,San Luis,74035,1.0,,,,
740066801,San Luis,74056,1.0,,,,
740066802,San Luis,74056,1.0,,,,
740066803,San Luis,74056,,,,,
740066804,San Luis,74042,,,,,
740066805,San Luis,74063,,,,,
740066806,San Luis,74007,1.0,,,,
740066807,San Luis,74007,,,,,
740066808,San Luis,74049,1.0,,,,
740066809,San Luis,74028,1.0,,,,
740066810,San Luis,74014,1.0,,,,
740066900,San Luis,74056,1.0,,,,1.0
740067000,San Luis,74056,1.0,,,,1.0
740067100,San Luis,74056,1.0,,,,1.0
740067200,San Luis,74021,1.0,,,,1.0
740067300,San Luis,74021,1.0,,,,1.0
740067400,San Luis,74063,1.0,,,,1.0
740067500,San Luis,74063,1.0,,,,1.0
740067600,San Luis,74063,1.0,,,,1.0
740067700,San Luis,74063,1.0,,,,1.0
740067800,San Luis,74063,1.0,,,,1.0
740067900,San Luis,74042,1.0,,,1.0,1.0
740068000,San Luis,74063,1.0,,,,1.0
740068100,San Luis,74007,1.0,,1.0,1.0,1.0
740068300,San Luis,74014,1.0,,,,
740068301,San Luis,74056,1.0,,,,
740068302,San Luis,74014,1.0,,,,
740068303,San Luis,74056,1.0,,,,
740068304,San Luis,74014,1.0,,,,
740068400,San Luis,74056,1.0,1.0,1.0,1.0,1.0
740068500,San Luis,74056,1.0,1.0,1.0,1.0,1.0
740068600,San Luis,74049,1.0,,1.0,1.0,
740068701,San Luis,74056,,,,,
740068702,San Luis,74056,,,,,
740068703,San Luis,74056,,,,,
740068704,San Luis,74056,,,,,
740068900,San Luis,74042,1.0,,,,1.0
740069000,San Luis,74042,1.0,,,,1.0
740069100,San Luis,74042,1.0,,,,1.0
740069200,San Luis,74014,1.0,,,,1.0
740069300,San Luis,74063,1.0,,,,1.0
740069400,San Luis,74063,1.0,,,,1.0
740069500,San Luis,74028,1.0,,,,1.0
740069600,San Luis,74028,1.0,,,,1.0
740069700,San Luis,74014,1.0,,,,1.0
740069800,San Luis,74035,1.0,,,,1.0
740069900,San Luis,74007,1.0,,,,1.0
740070000,San Luis,74063,1.0,,,,1.0
740070100,San Luis,74049,1.0,,,,1.0
740070200,San Luis,74049,1.0,,,,1.0
740070300,San Luis,74021,1.0,,,,1.0
740070400,San Luis,74035,1.0,,,,1.0
740070500,San Luis,74035,1.0,,,,1.0
740070600,San Luis,74056,1.0,,,,1.0
740070700,San Luis,74056,1.0,,1.0,1.0,1.0
740070800,San Luis,74056,1.0,,1.0,,
740070900,San Luis,74035,1.0,,1.0,,
740071000,San Luis,74042,1.0,,1.0,,
740071100,San Luis,74028,1.0,,1.0,,
740071200,San Luis,74021,1.0,,1.0,,
740071300,San Luis,74007,1.0,,1.0,,
740071400,San Luis,74056,1.0,,1.0,1.0,1.0
740071500,San Luis,74056,1.0,,,,1.0
740071600,San Luis,74056,1.0,1.0,1.0,,
740071700,San Luis,74014,1.0,,1.0,,
740071800,San Luis,74014,1.0,,,1.0,
740071900,San Luis,74014,1.0,,,,1.0
740072000,San Luis,74056,1.0,,1.0,,
740072100,San Luis,74056,1.0,,,1.0,
740072200,San Luis,74056,1.0,,,,1.0
740072300,San Luis,74035,1.0,,,1.0,1.0
740072400,San Luis,74035,1.0,,1.0,1.0,1.0
740072500,San Luis,74035,1.0,,,1.0,1.0
740072600,San Luis,74014,1.0,1.0,1.0,,
740072700,San Luis,74056,1.0,,,1.0,1.0
740072800,San Luis,74035,1.0,,,1.0,1.0
740073000,San Luis,74056,1.0,,1.0,1.0,1.0
740073100,San Luis,74056,1.0,,1.0,1.0,1.0
740073200,San Luis,74056,1.0,,,1.0,1.0
740073300,San Luis,74056,1.0,,,1.0,1.0
740073400,San Luis,74056,1.0,,,1.0,1.0
740073500,San Luis,74014,1.0,,,1.0,1.0
740073700,San Luis,74056,1.0,,,1.0,1.0
740073800,San Luis,74028,1.0,,,1.0,1.0
740073900,San Luis,74035,1.0,,,,1.0
740074000,San Luis,74056,1.0,,,1.0,
740074100,San Luis,74056,1.0,,,,1.0
740074200,San Luis,74042,1.0,,,,1.0
740074300,San Luis,74056,1.0,,1.0,,
740074400,San Luis,74035,1.0,,,1.0,
740074500,San Luis,74056,1.0,,,1.0,
740074600,San Luis,74056,1.0,,,1.0,1.0
740074700,San Luis,74014,1.0,,,1.0,1.0
740074800,San Luis,74056,1.0,,1.0,,
740074900,San Luis,74035,1.0,,1.0,,
740075000,San Luis,74035,1.0,,,1.0,1.0
740075100,San Luis,74056,1.0,,1.0,,
740075200,San Luis,74056,1.0,,1.0,,
740075400,San Luis,74007,,,,,
740075500,San Luis,74049,1.0,,1.0,,
740075600,San Luis,74028,1.0,,1.0,,
740075700,San Luis,74056,1.0,,,1.0,1.0
740075800,San Luis,74056,1.0,,1.0,,
740075900,San Luis,74056,1.0,,1.0,,
740076000,San Luis,74035,1.0,,1.0,,
740076100,San Luis,74035,1.0,,1.0,,
740076200,San Luis,74056,1.0,,,,
740076300,San Luis,74042,1.0,,,,1.0
740076400,San Luis,74056,1.0,,,,1.0
740076500,San Luis,74056,1.0,,1.0,1.0,1.0
740076600,San Luis,74021,1.0,,,1.0,1.0
740076700,San Luis,74049,1.0,,,,1.0
740076800,San Luis,74049,1.0,,,,
740076900,San Luis,74007,1.0,,,,
740077000,San Luis,74035,1.0,,,1.0,
740077100,San Luis,74014,1.0,,1.0,1.0,1.0
740077200,San Luis,74056,1.0,,1.0,1.0,1.0
740077300,San Luis,74056,1.0,,,,1.0
740077400,San Luis,74035,1.0,,1.0,1.0,1.0
740077500,San Luis,74042,1.0,,,,
740077600,San Luis,74056,1.0,1.0,1.0,,
740077700,San Luis,74056,1.0,1.0,1.0,,
740077800,San Luis,74056,1.0,1.0,1.0,,
740077900,San Luis,74056,1.0,1.0,1.0,,
740078000,San Luis,74028,1.0,1.0,1.0,,
740078100,San Luis,74056,1.0,1.0,1.0,,
740078200,San Luis,74035,1.0,1.0,1.0,,
740078300,San Luis,74035,1.0,1.0,1.0,,
740078400,San Luis,74035,1.0,1.0,1.0,,
740078500,San Luis,74056,1.0,,,1.0,1.0
740078700,San Luis,74056,1.0,,1.0,,
740078800,San Luis,74049,1.0,,1.0,1.0,1.0
740079000,San Luis,74035,,,,,
749000100,San Luis,74056,1.0,,1.0,1.0,1.0
780000100,Santa Cruz,78028,,,,,
780000200,Santa Cruz,78028,1.0,,,,1.0
780000300,Santa Cruz,78021,,,,,
780000400,Santa Cruz,78021,1.0,,,1.0,
780000500,Santa Cruz,78021,1.0,,,,1.0
780000600,Santa Cruz,78021,,,,,
780000601,Santa Cruz,78021,,,,,
780000700,Santa Cruz,78021,1.0,,1.0,,
780000800,Santa Cruz,78021,1.0,,1.0,,
780000900,Santa Cruz,78021,1.0,,,1.0,
780001000,Santa Cruz,78021,,,,,
780001001,Santa Cruz,78021,,,,,
780001200,Santa Cruz,78021,1.0,,1.0,,
780001300,Santa Cruz,78021,1.0,,,1.0,
780001400,Santa Cruz,78021,,,,,
780001500,Santa Cruz,78021,1.0,,1.0,,
780001600,Santa Cruz,78021,1.0,,,1.0,
780001700,Santa Cruz,78021,1.0,,1.0,,
780001800,Santa Cruz,78021,1.0,,,1.0,
780001900,Santa Cruz,78021,1.0,,1.0,1.0,
780002100,Santa Cruz,78021,1.0,,1.0,1.0,
780002200,Santa Cruz,78021,1.0,,,1.0,
780002300,Santa Cruz,78021,1.0,,1.0,1.0,
780002400,Santa Cruz,78021,1.0,,,1.0,
780002600,Santa Cruz,78028,1.0,,,1.0,
780002700,Santa Cruz,78007,1.0,,1.0,1.0,
780002800,Santa Cruz,78028,,,,,
780002900,Santa Cruz,78028,,,,,
780002901,Santa Cruz,78028,,,,,
780003000,Santa Cruz,78028,1.0,,,1.0,
780003100,Santa Cruz,78028,1.0,,1.0,,
