Cueanexo,Jurisdicción,Código de departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
20121300,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20121400,Ciudad de Buenos Aires,2113,1.0,,,1.0,1.0
20121401,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20121500,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20121600,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20121700,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,1.0,1.0
20121800,Ciudad de Buenos Aires,2110,1.0,,1.0,1.0,1.0
20122000,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20122100,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,1.0
20122200,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20122400,Ciudad de Buenos Aires,2105,1.0,,,,
20122500,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,1.0
20122800,Ciudad de Buenos Aires,2107,1.0,,,,1.0
20122900,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20123000,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20123100,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20123200,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20123300,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,1.0
20123400,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20123500,Ciudad de Buenos Aires,2101,,,,,
20123600,Ciudad de Buenos Aires,2102,,,,,
20123700,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20123900,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,1.0
20124000,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20124100,Ciudad de Buenos Aires,2101,,,,,
20124300,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20124500,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20124700,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20124800,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20125000,Ciudad de Buenos Aires,2107,1.0,,,,1.0
20125100,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20125200,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20125300,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20125400,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20125500,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20125600,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,
20126000,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20126100,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20126200,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20126300,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20126400,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20126500,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20126600,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20126700,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20126800,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20126900,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20127000,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20127100,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20127200,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20127300,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,,
20127600,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20127800,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20127802,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20127900,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20128000,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20128100,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20128200,Ciudad de Buenos Aires,2104,,,,,
20128300,Ciudad de Buenos Aires,2104,,,,,
20128400,Ciudad de Buenos Aires,2101,1.0,,,,
20128500,Ciudad de Buenos Aires,2101,,,,,
20128600,Ciudad de Buenos Aires,2101,,,,,
20128700,Ciudad de Buenos Aires,2103,1.0,,,,
20128800,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20128900,Ciudad de Buenos Aires,2104,,,,,
20129000,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20129100,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20129200,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20129400,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20129500,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20129600,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,
20129700,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20129800,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20129900,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,1.0
20130000,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,1.0
20130100,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20130200,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20130300,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20130400,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,1.0
20130500,Ciudad de Buenos Aires,2109,1.0,,1.0,1.0,1.0
20130600,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,
20130601,Ciudad de Buenos Aires,2109,1.0,,,,1.0
20130700,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20130705,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20130707,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20130708,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20130800,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20130900,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20131000,Ciudad de Buenos Aires,2109,1.0,,1.0,1.0,
20131100,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20131200,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20131300,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20131400,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,
20131401,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20131800,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20131900,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20132000,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20132100,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20132200,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20132300,Ciudad de Buenos Aires,2109,1.0,,1.0,1.0,1.0
20132500,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20132501,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20132502,Ciudad de Buenos Aires,2107,1.0,,1.0,,
20132600,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20132700,Ciudad de Buenos Aires,2104,,,,,
20132800,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,1.0,1.0
20132801,Ciudad de Buenos Aires,2104,1.0,,,,
20132900,Ciudad de Buenos Aires,2114,1.0,,,,
20132901,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20133000,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20133100,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20133200,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20133400,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20133500,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20133600,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20133700,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20133900,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20134000,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20134200,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20134300,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20134400,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20134500,Ciudad de Buenos Aires,2105,1.0,,,1.0,1.0
20134600,Ciudad de Buenos Aires,2105,1.0,1.0,1.0,1.0,1.0
20134700,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20134800,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20134900,Ciudad de Buenos Aires,2107,,,,,
20135000,Ciudad de Buenos Aires,2106,,,,,
20135100,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20135200,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20135300,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20135400,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20135500,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20135700,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20135900,Ciudad de Buenos Aires,2113,,,,,
20136000,Ciudad de Buenos Aires,2113,1.0,,,,
20136100,Ciudad de Buenos Aires,2113,1.0,,,,
20136400,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20136500,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20136600,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20136700,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20136800,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20136900,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20136901,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20136902,Ciudad de Buenos Aires,2115,1.0,1.0,,,
20137000,Ciudad de Buenos Aires,2115,1.0,,1.0,1.0,1.0
20137100,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,,
20137200,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20137202,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20137203,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20137300,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20137400,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20137500,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20137800,Ciudad de Buenos Aires,2101,1.0,,,,
20138100,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20138101,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,
20138400,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20138600,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20138700,Ciudad de Buenos Aires,2113,,,,,
20138900,Ciudad de Buenos Aires,2102,,,,,
20139100,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20139200,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20139300,Ciudad de Buenos Aires,2107,1.0,,,,
20139400,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20139500,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20139700,Ciudad de Buenos Aires,2109,1.0,,1.0,1.0,1.0
20139800,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20139900,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20140000,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20140100,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20140200,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20140300,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,
20140400,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20140500,Ciudad de Buenos Aires,2106,1.0,,1.0,,
20140600,Ciudad de Buenos Aires,2106,1.0,,1.0,1.0,
20140800,Ciudad de Buenos Aires,2106,1.0,,1.0,1.0,1.0
20140900,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20140903,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20140905,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20141000,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20141100,Ciudad de Buenos Aires,2103,1.0,,,,
20141200,Ciudad de Buenos Aires,2103,,,,,
20141300,Ciudad de Buenos Aires,2103,,,,,
20141400,Ciudad de Buenos Aires,2112,1.0,,,,
20141500,Ciudad de Buenos Aires,2102,,,,,
20141600,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20141700,Ciudad de Buenos Aires,2103,,,,,
20141800,Ciudad de Buenos Aires,2103,,,,,
20141900,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20142000,Ciudad de Buenos Aires,2105,1.0,,,,
20142200,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20142300,Ciudad de Buenos Aires,2102,,,,,
20142400,Ciudad de Buenos Aires,2103,,,,,
20143100,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20143200,Ciudad de Buenos Aires,2101,1.0,,,,
20143300,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20143400,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20143500,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20143600,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20144000,Ciudad de Buenos Aires,2108,1.0,,1.0,,
20144100,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20144101,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20144102,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20144103,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20144200,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20144400,Ciudad de Buenos Aires,2112,,,,,
20144600,Ciudad de Buenos Aires,2112,1.0,,,,1.0
20144700,Ciudad de Buenos Aires,2112,,,,,
20144800,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20144900,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20145000,Ciudad de Buenos Aires,2105,,,,,
20145300,Ciudad de Buenos Aires,2106,1.0,,,,
20145500,Ciudad de Buenos Aires,2103,,,,,
20145600,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20145700,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20145800,Ciudad de Buenos Aires,2115,,,,,
20145900,Ciudad de Buenos Aires,2102,1.0,,,,
20146000,Ciudad de Buenos Aires,2105,,,,,
20146100,Ciudad de Buenos Aires,2114,,,,,
20146200,Ciudad de Buenos Aires,2113,,,,,
20146300,Ciudad de Buenos Aires,2113,,,,,
20146400,Ciudad de Buenos Aires,2114,,,,,
20146600,Ciudad de Buenos Aires,2114,,,,,
20146700,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20146800,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20146900,Ciudad de Buenos Aires,2105,1.0,1.0,1.0,,
20147100,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20147101,Ciudad de Buenos Aires,2114,1.0,,1.0,,
20147200,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20147201,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,
20147300,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20147400,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20147500,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20147600,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20147700,Ciudad de Buenos Aires,2111,,,,,
20147800,Ciudad de Buenos Aires,2106,1.0,,1.0,,
20147801,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20147900,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20148000,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20148200,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20148300,Ciudad de Buenos Aires,2109,1.0,,1.0,1.0,1.0
20148500,Ciudad de Buenos Aires,2109,1.0,,1.0,1.0,1.0
20148600,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20148700,Ciudad de Buenos Aires,2108,1.0,1.0,1.0,,
20148900,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,1.0
20149000,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20149400,Ciudad de Buenos Aires,2113,1.0,,,1.0,1.0
20149401,Ciudad de Buenos Aires,2113,1.0,,,1.0,1.0
20149402,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20149600,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20149601,Ciudad de Buenos Aires,2101,1.0,,,,
20149700,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20149800,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20149900,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20150000,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20150100,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20150400,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20150500,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20150600,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20150601,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20150602,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20150700,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20150800,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,
20150900,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20151000,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20151100,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20151101,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20151102,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20151200,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20151300,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20151400,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20151600,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20151700,Ciudad de Buenos Aires,2105,1.0,,,,1.0
20151800,Ciudad de Buenos Aires,2103,1.0,,1.0,1.0,1.0
20151900,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20152000,Ciudad de Buenos Aires,2113,1.0,,1.0,1.0,1.0
20152100,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20152200,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20152201,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20152202,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20152204,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20152300,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20152400,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20152500,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20152600,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20152700,Ciudad de Buenos Aires,2112,1.0,,,,1.0
20153000,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20153001,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20153100,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20153200,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20153300,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20153400,Ciudad de Buenos Aires,2108,1.0,,1.0,1.0,1.0
20153500,Ciudad de Buenos Aires,2108,1.0,,1.0,1.0,
20153600,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20153700,Ciudad de Buenos Aires,2106,,,,,
20153800,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20153900,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20154000,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20154100,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20154400,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20154401,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20154402,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20154403,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20154500,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20154501,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20154503,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20154600,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20154700,Ciudad de Buenos Aires,2106,,,,,
20154800,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20154900,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20155000,Ciudad de Buenos Aires,2105,,,,,
20155100,Ciudad de Buenos Aires,2107,1.0,,1.0,,
20155101,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20155102,Ciudad de Buenos Aires,2107,1.0,,1.0,,
20155200,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20155300,Ciudad de Buenos Aires,2112,1.0,,,,1.0
20155400,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20155401,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20155500,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20155600,Ciudad de Buenos Aires,2111,,,,,
20155800,Ciudad de Buenos Aires,2105,1.0,,,,
20155900,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20156000,Ciudad de Buenos Aires,2114,,,,,
20156300,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20156400,Ciudad de Buenos Aires,2115,,,,,
20156500,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20156600,Ciudad de Buenos Aires,2106,,,,,
20156700,Ciudad de Buenos Aires,2103,1.0,,1.0,1.0,1.0
20156900,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20156902,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,,
20156903,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20157000,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20157100,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20157200,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20157400,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,,
20157401,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,,
20157403,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20157500,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20157600,Ciudad de Buenos Aires,2101,,,,,
20157601,Ciudad de Buenos Aires,2104,,,,,
20157700,Ciudad de Buenos Aires,2101,1.0,,,,
20157800,Ciudad de Buenos Aires,2107,,,,,
20158000,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20158100,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20158200,Ciudad de Buenos Aires,2112,,,,,
20158300,Ciudad de Buenos Aires,2113,1.0,,1.0,,
20158301,Ciudad de Buenos Aires,2113,1.0,1.0,,,
20158400,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20158500,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20158600,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20158700,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20158701,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20158702,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20158800,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20158900,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20159100,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20159200,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20159201,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20159203,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20159204,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20159205,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20159300,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20159301,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20159302,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20159600,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,,
20159601,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20159602,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20159700,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20159702,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20159703,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20159800,Ciudad de Buenos Aires,2110,,,,,
20159801,Ciudad de Buenos Aires,2108,,,,,
20159802,Ciudad de Buenos Aires,2109,,,,,
20159803,Ciudad de Buenos Aires,2115,,,,,
20159804,Ciudad de Buenos Aires,2104,,,,,
20159805,Ciudad de Buenos Aires,2104,,,,,
20159806,Ciudad de Buenos Aires,2104,,,,,
20159809,Ciudad de Buenos Aires,2104,,,,,
20159810,Ciudad de Buenos Aires,2101,,,,,
20159812,Ciudad de Buenos Aires,2107,,,,,
20159815,Ciudad de Buenos Aires,2104,,,,,
20159818,Ciudad de Buenos Aires,2107,,,,,
20159819,Ciudad de Buenos Aires,2104,,,,,
20159823,Ciudad de Buenos Aires,2105,,,,,
20159824,Ciudad de Buenos Aires,2105,,,,,
20159825,Ciudad de Buenos Aires,2102,,,,,
20159827,Ciudad de Buenos Aires,2109,,,,,
20159828,Ciudad de Buenos Aires,2108,,,,,
20159838,Ciudad de Buenos Aires,2103,,,,,
20159839,Ciudad de Buenos Aires,2114,,,,,
20159840,Ciudad de Buenos Aires,2107,,,,,
20159846,Ciudad de Buenos Aires,2108,,,,,
20159848,Ciudad de Buenos Aires,2108,,,,,
20159857,Ciudad de Buenos Aires,2105,,,,,
20159859,Ciudad de Buenos Aires,2107,,,,,
20159866,Ciudad de Buenos Aires,2109,,,,,
20159868,Ciudad de Buenos Aires,2104,,,,,
20159869,Ciudad de Buenos Aires,2107,,,,,
20159873,Ciudad de Buenos Aires,2101,,,,,
20159874,Ciudad de Buenos Aires,2108,,,,,
20159878,Ciudad de Buenos Aires,2104,,,,,
20159880,Ciudad de Buenos Aires,2104,,,,,
20159888,Ciudad de Buenos Aires,2101,,,,,
20159889,Ciudad de Buenos Aires,2112,,,,,
20159890,Ciudad de Buenos Aires,2103,,,,,
20159892,Ciudad de Buenos Aires,2104,,,,,
20159893,Ciudad de Buenos Aires,2108,,,,,
20159894,Ciudad de Buenos Aires,2108,,,,,
20159895,Ciudad de Buenos Aires,2108,,,,,
20159896,Ciudad de Buenos Aires,2101,,,,,
20159897,Ciudad de Buenos Aires,2113,,,,,
20159900,Ciudad de Buenos Aires,2110,,,,,
20160000,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20160100,Ciudad de Buenos Aires,2113,1.0,,1.0,,
20160101,Ciudad de Buenos Aires,2113,1.0,,1.0,,
20160102,Ciudad de Buenos Aires,2113,1.0,,1.0,,
20160200,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20160300,Ciudad de Buenos Aires,2101,1.0,,,,
20160400,Ciudad de Buenos Aires,2105,,,,,
20160500,Ciudad de Buenos Aires,2114,1.0,,,,
20160600,Ciudad de Buenos Aires,2101,,,,,
20160700,Ciudad de Buenos Aires,2109,,,,,
20160701,Ciudad de Buenos Aires,2108,,,,,
20161000,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20161100,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20161500,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,
20161600,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20161800,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20162000,Ciudad de Buenos Aires,2103,,,,,
20162100,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,,
20162200,Ciudad de Buenos Aires,2101,,,,,
20162400,Ciudad de Buenos Aires,2101,,,,,
20162500,Ciudad de Buenos Aires,2114,,,,,
20162700,Ciudad de Buenos Aires,2113,1.0,,1.0,,
20162900,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
